item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target
4,English,A2,quantity,NP2Adj,0.56,low,pl,0,0,the sack,of brown sands,sack,sands,Andres picked up the sack of brown sands that MASKTOKEN brought from the construction site.,Andres picked up the sack of brown sands that,$PL
4,English,A2,quantity,NP2Adj,0.56,high,pl,0,0,the sacks,of brown sand,sacks,sand,Andres picked up the sacks of brown sand that MASKTOKEN brought from the construction site.,Andres picked up the sacks of brown sand that,$PL
5,English,A2,quantity,noAdj,0.28,ambi,sg,0,1,the package,of food,package,food,The clerk brought us the package of food that MASKTOKEN on the counter.,The clerk brought us the package of food that,$SG
5,English,A2,quantity,noAdj,0.28,low,sg,0,1,the packages,of food,packages,food,The clerk brought us the packages of food that MASKTOKEN on the counter.,The clerk brought us the packages of food that,$SG
5,English,A2,quantity,noAdj,0.28,high,sg,0,1,the package,of foods,package,foods,The clerk brought us the package of foods that MASKTOKEN on the counter.,The clerk brought us the package of foods that,$SG
5,English,A2,quantity,noAdj,0.28,ambi,pl,0,1,the packages,of foods,packages,foods,The clerk brought us the packages of foods that MASKTOKEN on the counter.,The clerk brought us the packages of foods that,$PL
5,English,A2,quantity,noAdj,0.28,low,pl,0,1,the package,of foods,package,foods,The clerk brought us the package of foods that MASKTOKEN on the counter.,The clerk brought us the package of foods that,$PL
5,English,A2,quantity,noAdj,0.28,high,pl,0,1,the packages,of food,packages,food,The clerk brought us the packages of food that MASKTOKEN on the counter.,The clerk brought us the packages of food that,$PL
5,English,A2,quantity,NP1Adj,0.28,ambi,sg,0,1,the gross package,of food,package,food,The clerk brought us the gross package of food that MASKTOKEN on the counter.,The clerk brought us the gross package of food that,$SG
5,English,A2,quantity,NP1Adj,0.28,low,sg,0,1,the gross packages,of food,packages,food,The clerk brought us the gross packages of food that MASKTOKEN on the counter.,The clerk brought us the gross packages of food that,$SG
5,English,A2,quantity,NP1Adj,0.28,high,sg,0,1,the gross package,of foods,package,foods,The clerk brought us the gross package of foods that MASKTOKEN on the counter.,The clerk brought us the gross package of foods that,$SG
5,English,A2,quantity,NP1Adj,0.28,ambi,pl,0,1,the gross packages,of foods,packages,foods,The clerk brought us the gross packages of foods that MASKTOKEN on the counter.,The clerk brought us the gross packages of foods that,$PL
5,English,A2,quantity,NP1Adj,0.28,low,pl,0,1,the gross package,of foods,package,foods,The clerk brought us the gross package of foods that MASKTOKEN on the counter.,The clerk brought us the gross package of foods that,$PL
5,English,A2,quantity,NP1Adj,0.28,high,pl,0,1,the gross packages,of food,packages,food,The clerk brought us the gross packages of food that MASKTOKEN on the counter.,The clerk brought us the gross packages of food that,$PL
5,English,A2,quantity,NP2Adj,0.28,ambi,sg,0,1,the package,of gross food,package,food,The clerk brought us the package of gross food that MASKTOKEN on the counter.,The clerk brought us the package of gross food that,$SG
5,English,A2,quantity,NP2Adj,0.28,low,sg,0,1,the packages,of gross food,packages,food,The clerk brought us the packages of gross food that MASKTOKEN on the counter.,The clerk brought us the packages of gross food that,$SG
5,English,A2,quantity,NP2Adj,0.28,high,sg,0,1,the package,of gross foods,package,foods,The clerk brought us the package of gross foods that MASKTOKEN on the counter.,The clerk brought us the package of gross foods that,$SG
5,English,A2,quantity,NP2Adj,0.28,ambi,pl,0,1,the packages,of gross foods,packages,foods,The clerk brought us the packages of gross foods that MASKTOKEN on the counter.,The clerk brought us the packages of gross foods that,$PL
5,English,A2,quantity,NP2Adj,0.28,low,pl,0,1,the package,of gross foods,package,foods,The clerk brought us the package of gross foods that MASKTOKEN on the counter.,The clerk brought us the package of gross foods that,$PL
5,English,A2,quantity,NP2Adj,0.28,high,pl,0,1,the packages,of gross food,packages,food,The clerk brought us the packages of gross food that MASKTOKEN on the counter.,The clerk brought us the packages of gross food that,$PL
7,English,A2,quantity,noAdj,0.7,ambi,sg,0,1,the basket,of fruit,basket,fruit,In the dining-room you will find the basket of fruit that MASKTOKEN on the table.,In the dining-room you will find the basket of fruit that,$SG
7,English,A2,quantity,noAdj,0.7,low,sg,0,1,the baskets,of fruit,baskets,fruit,In the dining-room you will find the baskets of fruit that MASKTOKEN on the table.,In the dining-room you will find the baskets of fruit that,$SG
7,English,A2,quantity,noAdj,0.7,high,sg,0,1,the basket,of fruits,basket,fruits,In the dining-room you will find the basket of fruits that MASKTOKEN on the table.,In the dining-room you will find the basket of fruits that,$SG
7,English,A2,quantity,noAdj,0.7,ambi,pl,0,1,the baskets,of fruits,baskets,fruits,In the dining-room you will find the baskets of fruits that MASKTOKEN on the table.,In the dining-room you will find the baskets of fruits that,$PL
7,English,A2,quantity,noAdj,0.7,low,pl,0,1,the basket,of fruits,basket,fruits,In the dining-room you will find the basket of fruits that MASKTOKEN on the table.,In the dining-room you will find the basket of fruits that,$PL
7,English,A2,quantity,noAdj,0.7,high,pl,0,1,the baskets,of fruit,baskets,fruit,In the dining-room you will find the baskets of fruit that MASKTOKEN on the table.,In the dining-room you will find the baskets of fruit that,$PL
7,English,A2,quantity,NP1Adj,0.7,ambi,sg,0,1,the big basket,of fruit,basket,fruit,In the dining-room you will find the big basket of fruit that MASKTOKEN on the table.,In the dining-room you will find the big basket of fruit that,$SG
7,English,A2,quantity,NP1Adj,0.7,low,sg,0,1,the big baskets,of fruit,baskets,fruit,In the dining-room you will find the big baskets of fruit that MASKTOKEN on the table.,In the dining-room you will find the big baskets of fruit that,$SG
7,English,A2,quantity,NP1Adj,0.7,high,sg,0,1,the big basket,of fruits,basket,fruits,In the dining-room you will find the big basket of fruits that MASKTOKEN on the table.,In the dining-room you will find the big basket of fruits that,$SG
7,English,A2,quantity,NP1Adj,0.7,ambi,pl,0,1,the big baskets,of fruits,baskets,fruits,In the dining-room you will find the big baskets of fruits that MASKTOKEN on the table.,In the dining-room you will find the big baskets of fruits that,$PL
7,English,A2,quantity,NP1Adj,0.7,low,pl,0,1,the big basket,of fruits,basket,fruits,In the dining-room you will find the big basket of fruits that MASKTOKEN on the table.,In the dining-room you will find the big basket of fruits that,$PL
7,English,A2,quantity,NP1Adj,0.7,high,pl,0,1,the big baskets,of fruit,baskets,fruit,In the dining-room you will find the big baskets of fruit that MASKTOKEN on the table.,In the dining-room you will find the big baskets of fruit that,$PL
7,English,A2,quantity,NP2Adj,0.7,ambi,sg,0,1,the basket,of big fruit,basket,fruit,In the dining-room you will find the basket of big fruit that MASKTOKEN on the table.,In the dining-room you will find the basket of big fruit that,$SG
7,English,A2,quantity,NP2Adj,0.7,low,sg,0,1,the baskets,of big fruit,baskets,fruit,In the dining-room you will find the baskets of big fruit that MASKTOKEN on the table.,In the dining-room you will find the baskets of big fruit that,$SG
7,English,A2,quantity,NP2Adj,0.7,high,sg,0,1,the basket,of big fruits,basket,fruits,In the dining-room you will find the basket of big fruits that MASKTOKEN on the table.,In the dining-room you will find the basket of big fruits that,$SG
7,English,A2,quantity,NP2Adj,0.7,ambi,pl,0,1,the baskets,of big fruits,baskets,fruits,In the dining-room you will find the baskets of big fruits that MASKTOKEN on the table.,In the dining-room you will find the baskets of big fruits that,$PL
7,English,A2,quantity,NP2Adj,0.7,low,pl,0,1,the basket,of big fruits,basket,fruits,In the dining-room you will find the basket of big fruits that MASKTOKEN on the table.,In the dining-room you will find the basket of big fruits that,$PL
7,English,A2,quantity,NP2Adj,0.7,high,pl,0,1,the baskets,of big fruit,baskets,fruit,In the dining-room you will find the baskets of big fruit that MASKTOKEN on the table.,In the dining-room you will find the baskets of big fruit that,$PL
8,English,A2,quantity,noAdj,0.34,ambi,sg,0,1,the can,of oil,can,oil,Julia picked up the can of oil that MASKTOKEN oily.,Julia picked up the can of oil that,$SG
8,English,A2,quantity,noAdj,0.34,low,sg,0,1,the cans,of oil,cans,oil,Julia picked up the cans of oil that MASKTOKEN oily.,Julia picked up the cans of oil that,$SG
8,English,A2,quantity,noAdj,0.34,high,sg,0,1,the can,of oils,can,oils,Julia picked up the can of oils that MASKTOKEN oily.,Julia picked up the can of oils that,$SG
8,English,A2,quantity,noAdj,0.34,ambi,pl,0,1,the cans,of oils,cans,oils,Julia picked up the cans of oils that MASKTOKEN oily.,Julia picked up the cans of oils that,$PL
8,English,A2,quantity,noAdj,0.34,low,pl,0,1,the can,of oils,can,oils,Julia picked up the can of oils that MASKTOKEN oily.,Julia picked up the can of oils that,$PL
8,English,A2,quantity,noAdj,0.34,high,pl,0,1,the cans,of oil,cans,oil,Julia picked up the cans of oil that MASKTOKEN oily.,Julia picked up the cans of oil that,$PL
8,English,A2,quantity,NP1Adj,0.34,ambi,sg,0,1,the light can,of oil,can,oil,Julia picked up the light can of oil that MASKTOKEN oily.,Julia picked up the light can of oil that,$SG
8,English,A2,quantity,NP1Adj,0.34,low,sg,0,1,the light cans,of oil,cans,oil,Julia picked up the light cans of oil that MASKTOKEN oily.,Julia picked up the light cans of oil that,$SG
8,English,A2,quantity,NP1Adj,0.34,high,sg,0,1,the light can,of oils,can,oils,Julia picked up the light can of oils that MASKTOKEN oily.,Julia picked up the light can of oils that,$SG
8,English,A2,quantity,NP1Adj,0.34,ambi,pl,0,1,the light cans,of oils,cans,oils,Julia picked up the light cans of oils that MASKTOKEN oily.,Julia picked up the light cans of oils that,$PL
8,English,A2,quantity,NP1Adj,0.34,low,pl,0,1,the light can,of oils,can,oils,Julia picked up the light can of oils that MASKTOKEN oily.,Julia picked up the light can of oils that,$PL
8,English,A2,quantity,NP1Adj,0.34,high,pl,0,1,the light cans,of oil,cans,oil,Julia picked up the light cans of oil that MASKTOKEN oily.,Julia picked up the light cans of oil that,$PL
8,English,A2,quantity,NP2Adj,0.34,ambi,sg,0,1,the can,of light oil,can,oil,Julia picked up the can of light oil that MASKTOKEN oily.,Julia picked up the can of light oil that,$SG
8,English,A2,quantity,NP2Adj,0.34,low,sg,0,1,the cans,of light oil,cans,oil,Julia picked up the cans of light oil that MASKTOKEN oily.,Julia picked up the cans of light oil that,$SG
8,English,A2,quantity,NP2Adj,0.34,high,sg,0,1,the can,of light oils,can,oils,Julia picked up the can of light oils that MASKTOKEN oily.,Julia picked up the can of light oils that,$SG
8,English,A2,quantity,NP2Adj,0.34,ambi,pl,0,1,the cans,of light oils,cans,oils,Julia picked up the cans of light oils that MASKTOKEN oily.,Julia picked up the cans of light oils that,$PL
8,English,A2,quantity,NP2Adj,0.34,low,pl,0,1,the can,of light oils,can,oils,Julia picked up the can of light oils that MASKTOKEN oily.,Julia picked up the can of light oils that,$PL
8,English,A2,quantity,NP2Adj,0.34,high,pl,0,1,the cans,of light oil,cans,oil,Julia picked up the cans of light oil that MASKTOKEN oily.,Julia picked up the cans of light oil that,$PL
9,English,A2,quantity,noAdj,0.38,ambi,sg,0,1,the jar,of preserve,jar,preserve,My mother didn’t see the jar of preserve that MASKTOKEN crawling with ants.,My mother didn’t see the jar of preserve that,$SG
9,English,A2,quantity,noAdj,0.38,low,sg,0,1,the jars,of preserve,jars,preserve,My mother didn’t see the jars of preserve that MASKTOKEN crawling with ants.,My mother didn’t see the jars of preserve that,$SG
9,English,A2,quantity,noAdj,0.38,high,sg,0,1,the jar,of preserves,jar,preserves,My mother didn’t see the jar of preserves that MASKTOKEN crawling with ants.,My mother didn’t see the jar of preserves that,$SG
9,English,A2,quantity,noAdj,0.38,ambi,pl,0,1,the jars,of preserves,jars,preserves,My mother didn’t see the jars of preserves that MASKTOKEN crawling with ants.,My mother didn’t see the jars of preserves that,$PL
9,English,A2,quantity,noAdj,0.38,low,pl,0,1,the jar,of preserves,jar,preserves,My mother didn’t see the jar of preserves that MASKTOKEN crawling with ants.,My mother didn’t see the jar of preserves that,$PL
9,English,A2,quantity,noAdj,0.38,high,pl,0,1,the jars,of preserve,jars,preserve,My mother didn’t see the jars of preserve that MASKTOKEN crawling with ants.,My mother didn’t see the jars of preserve that,$PL
9,English,A2,quantity,NP1Adj,0.38,ambi,sg,0,1,the ruined jar,of preserve,jar,preserve,My mother didn’t see the ruined jar of preserve that MASKTOKEN crawling with ants.,My mother didn’t see the ruined jar of preserve that,$SG
9,English,A2,quantity,NP1Adj,0.38,low,sg,0,1,the ruined jars,of preserve,jars,preserve,My mother didn’t see the ruined jars of preserve that MASKTOKEN crawling with ants.,My mother didn’t see the ruined jars of preserve that,$SG
9,English,A2,quantity,NP1Adj,0.38,high,sg,0,1,the ruined jar,of preserves,jar,preserves,My mother didn’t see the ruined jar of preserves that MASKTOKEN crawling with ants.,My mother didn’t see the ruined jar of preserves that,$SG
9,English,A2,quantity,NP1Adj,0.38,ambi,pl,0,1,the ruined jars,of preserves,jars,preserves,My mother didn’t see the ruined jars of preserves that MASKTOKEN crawling with ants.,My mother didn’t see the ruined jars of preserves that,$PL
9,English,A2,quantity,NP1Adj,0.38,low,pl,0,1,the ruined jar,of preserves,jar,preserves,My mother didn’t see the ruined jar of preserves that MASKTOKEN crawling with ants.,My mother didn’t see the ruined jar of preserves that,$PL
9,English,A2,quantity,NP1Adj,0.38,high,pl,0,1,the ruined jars,of preserve,jars,preserve,My mother didn’t see the ruined jars of preserve that MASKTOKEN crawling with ants.,My mother didn’t see the ruined jars of preserve that,$PL
