item,lang,exp,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob
24a,English,Fernandez,low,sg,0,0,the halls,of the apartment,halls,apartment,Susan admired the halls of the apartment that MASKTOKEN painted.,Susan admired the halls of the apartment that,$SG,Susan admired the halls of the apartment that MASKTOKEN painted.,wikitext-103_LSTM_400_1-d0.2.pt,0.1258695067487902
24a,English,Fernandez,high,sg,0,0,the hall,of the apartments,hall,apartments,Susan admired the hall of the apartments that MASKTOKEN painted.,Susan admired the hall of the apartments that,$SG,Susan admired the hall of the apartments that MASKTOKEN painted.,wikitext-103_LSTM_400_1-d0.2.pt,0.0477136960351991
24a,English,Fernandez,low,pl,0,0,the hall,of the apartments,hall,apartments,Susan admired the hall of the apartments that MASKTOKEN painted.,Susan admired the hall of the apartments that,$PL,Susan admired the hall of the apartments that MASKTOKEN painted.,wikitext-103_LSTM_400_1-d0.2.pt,0.228115696518163
24a,English,Fernandez,high,pl,0,0,the halls,of the apartment,halls,apartment,Susan admired the halls of the apartment that MASKTOKEN painted.,Susan admired the halls of the apartment that,$PL,Susan admired the halls of the apartment that MASKTOKEN painted.,wikitext-103_LSTM_400_1-d0.2.pt,0.1187399840184149
1,English,Cuetos_Mitchell,low,sg,0,0,the books,of the girl,books,girl,Peter was looking at the books of the girl that MASKTOKEN in the living room.,Peter was looking at the books of the girl that,$SG,Peter was looking at the books of the girl that MASKTOKEN in the living room.,wikitext-103_LSTM_400_1-d0.2.pt,0.1602175638136902
1,English,Cuetos_Mitchell,high,sg,0,0,the book,of the girls,book,girls,Peter was looking at the book of the girls that MASKTOKEN in the living room.,Peter was looking at the book of the girls that,$SG,Peter was looking at the book of the girls that MASKTOKEN in the living room.,wikitext-103_LSTM_400_1-d0.2.pt,0.0715316256295093
1,English,Cuetos_Mitchell,low,pl,0,0,the book,of the girls,book,girls,Peter was looking at the book of the girls that MASKTOKEN in the living room.,Peter was looking at the book of the girls that,$PL,Peter was looking at the book of the girls that MASKTOKEN in the living room.,wikitext-103_LSTM_400_1-d0.2.pt,0.1334860341175741
1,English,Cuetos_Mitchell,high,pl,0,0,the books,of the girl,books,girl,Peter was looking at the books of the girl that MASKTOKEN in the living room.,Peter was looking at the books of the girl that,$PL,Peter was looking at the books of the girl that MASKTOKEN in the living room.,wikitext-103_LSTM_400_1-d0.2.pt,0.0692921667099755
2,English,Cuetos_Mitchell,low,sg,0,0,the servants,of the actress,servants,actress,Someone shot the servants of the actress who MASKTOKEN on the balcony.,Someone shot the servants of the actress who,$SG,Someone shot the servants of the actress who MASKTOKEN on the balcony.,wikitext-103_LSTM_400_1-d0.2.pt,0.3113106453481795
2,English,Cuetos_Mitchell,high,sg,0,0,the servant,of the actresses,servant,actresses,Someone shot the servant of the actresses who MASKTOKEN on the balcony.,Someone shot the servant of the actresses who,$SG,Someone shot the servant of the actresses who MASKTOKEN on the balcony.,wikitext-103_LSTM_400_1-d0.2.pt,0.0255370554176039
2,English,Cuetos_Mitchell,low,pl,0,0,the servant,of the actresses,servant,actresses,Someone shot the servant of the actresses who MASKTOKEN on the balcony.,Someone shot the servant of the actresses who,$PL,Someone shot the servant of the actresses who MASKTOKEN on the balcony.,wikitext-103_LSTM_400_1-d0.2.pt,0.3168763220255801
2,English,Cuetos_Mitchell,high,pl,0,0,the servants,of the actress,servants,actress,Someone shot the servants of the actress who MASKTOKEN on the balcony.,Someone shot the servants of the actress who,$PL,Someone shot the servants of the actress who MASKTOKEN on the balcony.,wikitext-103_LSTM_400_1-d0.2.pt,0.0258455955076848
3,English,Cuetos_Mitchell,low,sg,0,0,the friends,of the teacher,friends,teacher,John met the friends of the teacher who MASKTOKEN in Germany.,John met the friends of the teacher who,$SG,John met the friends of the teacher who MASKTOKEN in Germany.,wikitext-103_LSTM_400_1-d0.2.pt,0.221785291250935
3,English,Cuetos_Mitchell,high,sg,0,0,the friend,of the teachers,friend,teachers,John met the friend of the teachers who MASKTOKEN in Germany.,John met the friend of the teachers who,$SG,John met the friend of the teachers who MASKTOKEN in Germany.,wikitext-103_LSTM_400_1-d0.2.pt,0.0227020303640089
3,English,Cuetos_Mitchell,low,pl,0,0,the friend,of the teachers,friend,teachers,John met the friend of the teachers who MASKTOKEN in Germany.,John met the friend of the teachers who,$PL,John met the friend of the teachers who MASKTOKEN in Germany.,wikitext-103_LSTM_400_1-d0.2.pt,0.2198679154125677
3,English,Cuetos_Mitchell,high,pl,0,0,the friends,of the teacher,friends,teacher,John met the friends of the teacher who MASKTOKEN in Germany.,John met the friends of the teacher who,$PL,John met the friends of the teacher who MASKTOKEN in Germany.,wikitext-103_LSTM_400_1-d0.2.pt,0.0262487532226283
4,English,Cuetos_Mitchell,low,sg,0,0,the cases,of the tourist,cases,tourist,A thief was keeping an eye on the cases of the tourist that MASKTOKEN by the mailbox.,A thief was keeping an eye on the cases of the tourist that,$SG,A thief was keeping an eye on the cases of the tourist that MASKTOKEN by the mailbox.,wikitext-103_LSTM_400_1-d0.2.pt,0.1246937220044612
4,English,Cuetos_Mitchell,high,sg,0,0,the case,of the tourists,case,tourists,A thief was keeping an eye on the case of the tourists that MASKTOKEN by the mailbox.,A thief was keeping an eye on the case of the tourists that,$SG,A thief was keeping an eye on the case of the tourists that MASKTOKEN by the mailbox.,wikitext-103_LSTM_400_1-d0.2.pt,0.0747827719175715
4,English,Cuetos_Mitchell,low,pl,0,0,the case,of the tourists,case,tourists,A thief was keeping an eye on the case of the tourists that MASKTOKEN by the mailbox.,A thief was keeping an eye on the case of the tourists that,$PL,A thief was keeping an eye on the case of the tourists that MASKTOKEN by the mailbox.,wikitext-103_LSTM_400_1-d0.2.pt,0.1186952690485476
4,English,Cuetos_Mitchell,high,pl,0,0,the cases,of the tourist,cases,tourist,A thief was keeping an eye on the cases of the tourist that MASKTOKEN by the mailbox.,A thief was keeping an eye on the cases of the tourist that,$PL,A thief was keeping an eye on the cases of the tourist that MASKTOKEN by the mailbox.,wikitext-103_LSTM_400_1-d0.2.pt,0.0885012932681101
5,English,Cuetos_Mitchell,low,sg,1,0,the animals,of the peasant,animals,peasant,The tourist photographed the animals of the peasant that MASKTOKEN by the puddle.,The tourist photographed the animals of the peasant that,$SG,The tourist photographed the animals of the peasant that MASKTOKEN by the puddle.,wikitext-103_LSTM_400_1-d0.2.pt,0.1332259895879985
5,English,Cuetos_Mitchell,high,sg,1,0,the animal,of the peasants,animal,peasants,The tourist photographed the animal of the peasants that MASKTOKEN by the puddle.,The tourist photographed the animal of the peasants that,$SG,The tourist photographed the animal of the peasants that MASKTOKEN by the puddle.,wikitext-103_LSTM_400_1-d0.2.pt,0.100303747353859
5,English,Cuetos_Mitchell,low,pl,1,0,the animal,of the peasants,animal,peasants,The tourist photographed the animal of the peasants that MASKTOKEN by the puddle.,The tourist photographed the animal of the peasants that,$PL,The tourist photographed the animal of the peasants that MASKTOKEN by the puddle.,wikitext-103_LSTM_400_1-d0.2.pt,0.1884634461144081
5,English,Cuetos_Mitchell,high,pl,1,0,the animals,of the peasant,animals,peasant,The tourist photographed the animals of the peasant that MASKTOKEN by the puddle.,The tourist photographed the animals of the peasant that,$PL,The tourist photographed the animals of the peasant that MASKTOKEN by the puddle.,wikitext-103_LSTM_400_1-d0.2.pt,0.1909010017133745
6,English,Cuetos_Mitchell,low,sg,0,1,the sisters,of the driver,sisters,driver,The police arrested the sisters of the driver who MASKTOKEN in Melilla.,The police arrested the sisters of the driver who,$SG,The police arrested the sisters of the driver who MASKTOKEN in Melilla.,wikitext-103_LSTM_400_1-d0.2.pt,0.1779428063349333
6,English,Cuetos_Mitchell,high,sg,0,1,the sister,of the driver,sister,driver,The police arrested the sister of the driver who MASKTOKEN in Melilla.,The police arrested the sister of the driver who,$SG,The police arrested the sister of the driver who MASKTOKEN in Melilla.,wikitext-103_LSTM_400_1-d0.2.pt,0.2545095778645391
6,English,Cuetos_Mitchell,low,pl,0,1,the sister,of the driver,sister,driver,The police arrested the sister of the driver who MASKTOKEN in Melilla.,The police arrested the sister of the driver who,$PL,The police arrested the sister of the driver who MASKTOKEN in Melilla.,wikitext-103_LSTM_400_1-d0.2.pt,0.0161550961322493
6,English,Cuetos_Mitchell,high,pl,0,1,the sisters,of the driver,sisters,driver,The police arrested the sisters of the driver who MASKTOKEN in Melilla.,The police arrested the sisters of the driver who,$PL,The police arrested the sisters of the driver who MASKTOKEN in Melilla.,wikitext-103_LSTM_400_1-d0.2.pt,0.0266406777954828
7,English,Cuetos_Mitchell,low,sg,1,0,the medicines,of the patient,medicines,patient,The nurse took the medicines of the patient that MASKTOKEN by the window.,The nurse took the medicines of the patient that,$SG,The nurse took the medicines of the patient that MASKTOKEN by the window.,wikitext-103_LSTM_400_1-d0.2.pt,0.0933018100264044
7,English,Cuetos_Mitchell,high,sg,1,0,the medicine,of the patients,medicine,patients,The nurse took the medicine of the patients that MASKTOKEN by the window.,The nurse took the medicine of the patients that,$SG,The nurse took the medicine of the patients that MASKTOKEN by the window.,wikitext-103_LSTM_400_1-d0.2.pt,0.0547397690466695
7,English,Cuetos_Mitchell,low,pl,1,0,the medicine,of the patients,medicine,patients,The nurse took the medicine of the patients that MASKTOKEN by the window.,The nurse took the medicine of the patients that,$PL,The nurse took the medicine of the patients that MASKTOKEN by the window.,wikitext-103_LSTM_400_1-d0.2.pt,0.1064476812103123
7,English,Cuetos_Mitchell,high,pl,1,0,the medicines,of the patient,medicines,patient,The nurse took the medicines of the patient that MASKTOKEN by the window.,The nurse took the medicines of the patient that,$PL,The nurse took the medicines of the patient that MASKTOKEN by the window.,wikitext-103_LSTM_400_1-d0.2.pt,0.0428831667002898
8,English,Cuetos_Mitchell,low,sg,1,1,the siblings,of the farmer,siblings,farmer,Andrew was speaking with the siblings of the farmer who MASKTOKEN in Brazil.,Andrew was speaking with the siblings of the farmer who,$SG,Andrew was speaking with the siblings of the farmer who MASKTOKEN in Brazil.,wikitext-103_LSTM_400_1-d0.2.pt,0.2163723785298399
8,English,Cuetos_Mitchell,high,sg,1,1,the sibling,of the farmers,sibling,farmers,Andrew was speaking with the sibling of the farmers who MASKTOKEN in Brazil.,Andrew was speaking with the sibling of the farmers who,$SG,Andrew was speaking with the sibling of the farmers who MASKTOKEN in Brazil.,wikitext-103_LSTM_400_1-d0.2.pt,0.0236843372781048
8,English,Cuetos_Mitchell,low,pl,1,1,the sibling,of the farmers,sibling,farmers,Andrew was speaking with the sibling of the farmers who MASKTOKEN in Brazil.,Andrew was speaking with the sibling of the farmers who,$PL,Andrew was speaking with the sibling of the farmers who MASKTOKEN in Brazil.,wikitext-103_LSTM_400_1-d0.2.pt,0.1790444363980796
8,English,Cuetos_Mitchell,high,pl,1,1,the siblings,of the farmer,siblings,farmer,Andrew was speaking with the siblings of the farmer who MASKTOKEN in Brazil.,Andrew was speaking with the siblings of the farmer who,$PL,Andrew was speaking with the siblings of the farmer who MASKTOKEN in Brazil.,wikitext-103_LSTM_400_1-d0.2.pt,0.0270710567442629
9,English,Cuetos_Mitchell,low,sg,0,0,the shoes,of the guest,shoes,guest,The servant contemplated the shoes of the guest that MASKTOKEN close to the fireplace.,The servant contemplated the shoes of the guest that,$SG,The servant contemplated the shoes of the guest that MASKTOKEN close to the fireplace.,wikitext-103_LSTM_400_1-d0.2.pt,0.0920429102042259
9,English,Cuetos_Mitchell,high,sg,0,0,the shoe,of the guests,shoe,guests,The servant contemplated the shoe of the guests that MASKTOKEN close to the fireplace.,The servant contemplated the shoe of the guests that,$SG,The servant contemplated the shoe of the guests that MASKTOKEN close to the fireplace.,wikitext-103_LSTM_400_1-d0.2.pt,0.0509888512744192
9,English,Cuetos_Mitchell,low,pl,0,0,the shoe,of the guests,shoe,guests,The servant contemplated the shoe of the guests that MASKTOKEN close to the fireplace.,The servant contemplated the shoe of the guests that,$PL,The servant contemplated the shoe of the guests that MASKTOKEN close to the fireplace.,wikitext-103_LSTM_400_1-d0.2.pt,0.0999049319436178
9,English,Cuetos_Mitchell,high,pl,0,0,the shoes,of the guest,shoes,guest,The servant contemplated the shoes of the guest that MASKTOKEN close to the fireplace.,The servant contemplated the shoes of the guest that,$PL,The servant contemplated the shoes of the guest that MASKTOKEN close to the fireplace.,wikitext-103_LSTM_400_1-d0.2.pt,0.1474616812361873
10,English,Cuetos_Mitchell,low,sg,0,1,the girlfriends,of the town leader,girlfriends,leader,Yesterday I met with the girlfriends of the town leader who MASKTOKEN in Australia.,Yesterday I met with the girlfriends of the town leader who,$SG,Yesterday I met with the girlfriends of the town leader who MASKTOKEN in Australia.,wikitext-103_LSTM_400_1-d0.2.pt,0.2539230003186945
10,English,Cuetos_Mitchell,high,sg,0,1,the girlfriend,of the town leaders,girlfriend,leaders,Yesterday I met with the girlfriend of the town leaders who MASKTOKEN in Australia.,Yesterday I met with the girlfriend of the town leaders who,$SG,Yesterday I met with the girlfriend of the town leaders who MASKTOKEN in Australia.,wikitext-103_LSTM_400_1-d0.2.pt,0.015939063354569
10,English,Cuetos_Mitchell,low,pl,0,1,the girlfriend,of the town leaders,girlfriend,leaders,Yesterday I met with the girlfriend of the town leaders who MASKTOKEN in Australia.,Yesterday I met with the girlfriend of the town leaders who,$PL,Yesterday I met with the girlfriend of the town leaders who MASKTOKEN in Australia.,wikitext-103_LSTM_400_1-d0.2.pt,0.2464365678005653
