item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/dccuchile/bert-base-spanish-wwm-uncased_prob,/data/mrm8488/RuPERTa-base_prob
8,Spanish,A1,substance,def,0.0,high,pl,1,1,los vestidos,de fibra,vestidos,fibra,La joven actriz admiraba los vestidos de fibra que MASKTOKEN muy bonita.,La joven actriz admiraba los vestidos de fibra que,$ES_PL,La joven actriz admiraba los vestidos de fibra que MASKTOKEN muy bonita.,0.04904489540747625,0.46649737214619336
8,Spanish,A1,substance,indef,0.0,ambi,sg,1,1,un vestido,de fibra,vestido,fibra,La joven actriz admiraba un vestido de fibra que MASKTOKEN muy bonita.,La joven actriz admiraba un vestido de fibra que,$ES_SG,La joven actriz admiraba un vestido de fibra que MASKTOKEN muy bonita.,0.8204579688317295,0.6589970579236315
8,Spanish,A1,substance,indef,0.0,low,sg,1,1,unos vestidos,de fibra,vestidos,fibra,La joven actriz admiraba unos vestidos de fibra que MASKTOKEN muy bonita.,La joven actriz admiraba unos vestidos de fibra que,$ES_SG,La joven actriz admiraba unos vestidos de fibra que MASKTOKEN muy bonita.,0.6733287883465939,0.09338044050094751
8,Spanish,A1,substance,indef,0.0,high,sg,1,1,un vestido,de fibras,vestido,fibras,La joven actriz admiraba un vestido de fibras que MASKTOKEN muy bonita.,La joven actriz admiraba un vestido de fibras que,$ES_SG,La joven actriz admiraba un vestido de fibras que MASKTOKEN muy bonita.,0.8306241859229102,0.213494186068937
8,Spanish,A1,substance,indef,0.0,ambi,pl,1,1,unos vestidos,de fibras,vestidos,fibras,La joven actriz admiraba unos vestidos de fibras que MASKTOKEN muy bonita.,La joven actriz admiraba unos vestidos de fibras que,$ES_PL,La joven actriz admiraba unos vestidos de fibras que MASKTOKEN muy bonita.,0.17270389967697852,0.7757893347431803
8,Spanish,A1,substance,indef,0.0,low,pl,1,1,un vestido,de fibras,vestido,fibras,La joven actriz admiraba un vestido de fibras que MASKTOKEN muy bonita.,La joven actriz admiraba un vestido de fibras que,$ES_PL,La joven actriz admiraba un vestido de fibras que MASKTOKEN muy bonita.,0.006919674979367546,0.5723790942968989
8,Spanish,A1,substance,indef,0.0,high,pl,1,1,unos vestidos,de fibra,vestidos,fibra,La joven actriz admiraba unos vestidos de fibra que MASKTOKEN muy bonita.,La joven actriz admiraba unos vestidos de fibra que,$ES_PL,La joven actriz admiraba unos vestidos de fibra que MASKTOKEN muy bonita.,0.13464825462234842,0.6718115463564658
1,Spanish,A2,quantity,noAdj,0.03,ambi,sg,0,1,el vaso,de jugo,vaso,jugo,Juan pidió el vaso de jugo que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugo que,$ES_SG,Juan pidió el vaso de jugo que MASKTOKEN encima de la mesa.,0.4234758852127993,0.5988776341655466
1,Spanish,A2,quantity,noAdj,0.03,low,sg,0,1,los vasos,de jugo,vasos,jugo,Juan pidió los vasos de jugo que MASKTOKEN encima de la mesa.,Juan pidió los vasos de jugo que,$ES_SG,Juan pidió los vasos de jugo que MASKTOKEN encima de la mesa.,0.21456369917830356,0.0270269571986006
1,Spanish,A2,quantity,noAdj,0.03,high,sg,0,1,el vaso,de jugos,vaso,jugos,Juan pidió el vaso de jugos que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugos que,$ES_SG,Juan pidió el vaso de jugos que MASKTOKEN encima de la mesa.,0.3937447074163992,0.6094798609162808
1,Spanish,A2,quantity,noAdj,0.03,ambi,pl,0,1,los vasos,de jugos,vasos,jugos,Juan pidió los vasos de jugos que MASKTOKEN encima de la mesa.,Juan pidió los vasos de jugos que,$ES_PL,Juan pidió los vasos de jugos que MASKTOKEN encima de la mesa.,0.14273536490857064,0.6516319347266375
1,Spanish,A2,quantity,noAdj,0.03,low,pl,0,1,el vaso,de jugos,vaso,jugos,Juan pidió el vaso de jugos que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugos que,$ES_PL,Juan pidió el vaso de jugos que MASKTOKEN encima de la mesa.,0.02407782481473672,0.009733936405872612
1,Spanish,A2,quantity,noAdj,0.03,high,pl,0,1,los vasos,de jugo,vasos,jugo,Juan pidió los vasos de jugo que MASKTOKEN encima de la mesa.,Juan pidió los vasos de jugo que,$ES_PL,Juan pidió los vasos de jugo que MASKTOKEN encima de la mesa.,0.0800911286233712,0.6351083425602582
1,Spanish,A2,quantity,NP1Adj,0.03,ambi,sg,0,1,el vaso transparente,de jugo,transparente,jugo,Juan pidió el vaso transparente de jugo que MASKTOKEN encima de la mesa.,Juan pidió el vaso transparente de jugo que,$ES_SG,Juan pidió el vaso transparente de jugo que MASKTOKEN encima de la mesa.,0.4714472310060198,0.5610240079122377
1,Spanish,A2,quantity,NP1Adj,0.03,low,sg,0,1,los vasos transparentes,de jugo,transparentes,jugo,Juan pidió los vasos transparentes de jugo que MASKTOKEN encima de la mesa.,Juan pidió los vasos transparentes de jugo que,$ES_SG,Juan pidió los vasos transparentes de jugo que MASKTOKEN encima de la mesa.,0.2945035913358352,0.023272004838190696
1,Spanish,A2,quantity,NP1Adj,0.03,high,sg,0,1,el vaso transparente,de jugos,transparente,jugos,Juan pidió el vaso transparente de jugos que MASKTOKEN encima de la mesa.,Juan pidió el vaso transparente de jugos que,$ES_SG,Juan pidió el vaso transparente de jugos que MASKTOKEN encima de la mesa.,0.4663029746917031,0.5396238045098016
1,Spanish,A2,quantity,NP1Adj,0.03,ambi,pl,0,1,los vasos transparentes,de jugos,transparentes,jugos,Juan pidió los vasos transparentes de jugos que MASKTOKEN encima de la mesa.,Juan pidió los vasos transparentes de jugos que,$ES_PL,Juan pidió los vasos transparentes de jugos que MASKTOKEN encima de la mesa.,0.1802722750347252,0.6991201112389405
1,Spanish,A2,quantity,NP1Adj,0.03,low,pl,0,1,el vaso transparente,de jugos,transparente,jugos,Juan pidió el vaso transparente de jugos que MASKTOKEN encima de la mesa.,Juan pidió el vaso transparente de jugos que,$ES_PL,Juan pidió el vaso transparente de jugos que MASKTOKEN encima de la mesa.,0.018992736337935356,0.052421575825462696
1,Spanish,A2,quantity,NP1Adj,0.03,high,pl,0,1,los vasos transparentes,de jugo,transparentes,jugo,Juan pidió los vasos transparentes de jugo que MASKTOKEN encima de la mesa.,Juan pidió los vasos transparentes de jugo que,$ES_PL,Juan pidió los vasos transparentes de jugo que MASKTOKEN encima de la mesa.,0.13006130295539342,0.6537006802232241
1,Spanish,A2,quantity,NP2Adj,0.03,ambi,sg,0,1,el vaso,de jugo transparente,vaso,transparente,Juan pidió el vaso de jugo transparente que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugo transparente que,$ES_SG,Juan pidió el vaso de jugo transparente que MASKTOKEN encima de la mesa.,0.422464830106819,0.5792566590878323
1,Spanish,A2,quantity,NP2Adj,0.03,low,sg,0,1,los vasos,de jugo transparente,vasos,transparente,Juan pidió los vasos de jugo transparente que MASKTOKEN encima de la mesa.,Juan pidió los vasos de jugo transparente que,$ES_SG,Juan pidió los vasos de jugo transparente que MASKTOKEN encima de la mesa.,0.24408913326608034,0.01682049978846578
1,Spanish,A2,quantity,NP2Adj,0.03,high,sg,0,1,el vaso,de jugos transparentes,vaso,transparentes,Juan pidió el vaso de jugos transparentes que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugos transparentes que,$ES_SG,Juan pidió el vaso de jugos transparentes que MASKTOKEN encima de la mesa.,0.4009467613299894,0.4763741932596304
1,Spanish,A2,quantity,NP2Adj,0.03,ambi,pl,0,1,los vasos,de jugos transparentes,vasos,transparentes,Juan pidió los vasos de jugos transparentes que MASKTOKEN encima de la mesa.,Juan pidió los vasos de jugos transparentes que,$ES_PL,Juan pidió los vasos de jugos transparentes que MASKTOKEN encima de la mesa.,0.22076099836297303,0.718783181687698
1,Spanish,A2,quantity,NP2Adj,0.03,low,pl,0,1,el vaso,de jugos transparentes,vaso,transparentes,Juan pidió el vaso de jugos transparentes que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugos transparentes que,$ES_PL,Juan pidió el vaso de jugos transparentes que MASKTOKEN encima de la mesa.,0.07620565238732141,0.118368244013908
1,Spanish,A2,quantity,NP2Adj,0.03,high,pl,0,1,los vasos,de jugo transparente,vasos,transparente,Juan pidió los vasos de jugo transparente que MASKTOKEN encima de la mesa.,Juan pidió los vasos de jugo transparente que,$ES_PL,Juan pidió los vasos de jugo transparente que MASKTOKEN encima de la mesa.,0.12718565568503704,0.6453639022046076
2,Spanish,A2,quantity,noAdj,0.07,ambi,sg,0,1,la botella,de vino,botella,vino,A María le gustaba la botella de vino que MASKTOKEN en la bodega.,A María le gustaba la botella de vino que,$ES_SG,A María le gustaba la botella de vino que MASKTOKEN en la bodega.,0.2392321586237665,0.6936490045678738
2,Spanish,A2,quantity,noAdj,0.07,low,sg,0,1,las botellas,de vino,botellas,vino,A María le gustaba las botellas de vino que MASKTOKEN en la bodega.,A María le gustaba las botellas de vino que,$ES_SG,A María le gustaba las botellas de vino que MASKTOKEN en la bodega.,0.09779611371372082,0.18764195239047865
2,Spanish,A2,quantity,noAdj,0.07,high,sg,0,1,la botella,de vinos,botella,vinos,A María le gustaba la botella de vinos que MASKTOKEN en la bodega.,A María le gustaba la botella de vinos que,$ES_SG,A María le gustaba la botella de vinos que MASKTOKEN en la bodega.,0.16336373999772358,0.5657610214514648
2,Spanish,A2,quantity,noAdj,0.07,ambi,pl,0,1,las botellas,de vinos,botellas,vinos,A María le gustaba las botellas de vinos que MASKTOKEN en la bodega.,A María le gustaba las botellas de vinos que,$ES_PL,A María le gustaba las botellas de vinos que MASKTOKEN en la bodega.,0.1484248699459002,0.5547347445748869
2,Spanish,A2,quantity,noAdj,0.07,low,pl,0,1,la botella,de vinos,botella,vinos,A María le gustaba la botella de vinos que MASKTOKEN en la bodega.,A María le gustaba la botella de vinos que,$ES_PL,A María le gustaba la botella de vinos que MASKTOKEN en la bodega.,0.032901289823258656,0.12166796577650985
2,Spanish,A2,quantity,noAdj,0.07,high,pl,0,1,las botellas,de vino,botellas,vino,A María le gustaba las botellas de vino que MASKTOKEN en la bodega.,A María le gustaba las botellas de vino que,$ES_PL,A María le gustaba las botellas de vino que MASKTOKEN en la bodega.,0.18259892940856237,0.4876059662198031
2,Spanish,A2,quantity,NP1Adj,0.07,ambi,sg,0,1,la botella vieja,de vino,vieja,vino,A María le gustaba la botella vieja de vino que MASKTOKEN en la bodega.,A María le gustaba la botella vieja de vino que,$ES_SG,A María le gustaba la botella vieja de vino que MASKTOKEN en la bodega.,0.23424796521059515,0.6481757548681912
2,Spanish,A2,quantity,NP1Adj,0.07,low,sg,0,1,las botellas viejas,de vino,viejas,vino,A María le gustaba las botellas viejas de vino que MASKTOKEN en la bodega.,A María le gustaba las botellas viejas de vino que,$ES_SG,A María le gustaba las botellas viejas de vino que MASKTOKEN en la bodega.,0.09384379312674054,0.09636288998833464
2,Spanish,A2,quantity,NP1Adj,0.07,high,sg,0,1,la botella vieja,de vinos,vieja,vinos,A María le gustaba la botella vieja de vinos que MASKTOKEN en la bodega.,A María le gustaba la botella vieja de vinos que,$ES_SG,A María le gustaba la botella vieja de vinos que MASKTOKEN en la bodega.,0.17511339229985906,0.5800207495372831
2,Spanish,A2,quantity,NP1Adj,0.07,ambi,pl,0,1,las botellas viejas,de vinos,viejas,vinos,A María le gustaba las botellas viejas de vinos que MASKTOKEN en la bodega.,A María le gustaba las botellas viejas de vinos que,$ES_PL,A María le gustaba las botellas viejas de vinos que MASKTOKEN en la bodega.,0.14893401014044305,0.5899168539191351
2,Spanish,A2,quantity,NP1Adj,0.07,low,pl,0,1,la botella vieja,de vinos,vieja,vinos,A María le gustaba la botella vieja de vinos que MASKTOKEN en la bodega.,A María le gustaba la botella vieja de vinos que,$ES_PL,A María le gustaba la botella vieja de vinos que MASKTOKEN en la bodega.,0.030509874660788194,0.0598015522164701
2,Spanish,A2,quantity,NP1Adj,0.07,high,pl,0,1,las botellas viejas,de vino,viejas,vino,A María le gustaba las botellas viejas de vino que MASKTOKEN en la bodega.,A María le gustaba las botellas viejas de vino que,$ES_PL,A María le gustaba las botellas viejas de vino que MASKTOKEN en la bodega.,0.16734327201743027,0.5518626889675033
2,Spanish,A2,quantity,NP2Adj,0.07,ambi,sg,0,1,la botella,de vino viejo,botella,viejo,A María le gustaba la botella de vino viejo que MASKTOKEN en la bodega.,A María le gustaba la botella de vino viejo que,$ES_SG,A María le gustaba la botella de vino viejo que MASKTOKEN en la bodega.,0.28911751596393215,0.6374515824049354
2,Spanish,A2,quantity,NP2Adj,0.07,low,sg,0,1,las botellas,de vino viejo,botellas,viejo,A María le gustaba las botellas de vino viejo que MASKTOKEN en la bodega.,A María le gustaba las botellas de vino viejo que,$ES_SG,A María le gustaba las botellas de vino viejo que MASKTOKEN en la bodega.,0.09646742414623447,0.09755458478301193
2,Spanish,A2,quantity,NP2Adj,0.07,high,sg,0,1,la botella,de vinos viejos,botella,viejos,A María le gustaba la botella de vinos viejos que MASKTOKEN en la bodega.,A María le gustaba la botella de vinos viejos que,$ES_SG,A María le gustaba la botella de vinos viejos que MASKTOKEN en la bodega.,0.16921441963451692,0.2576031149323228
2,Spanish,A2,quantity,NP2Adj,0.07,ambi,pl,0,1,las botellas,de vinos viejos,botellas,viejos,A María le gustaba las botellas de vinos viejos que MASKTOKEN en la bodega.,A María le gustaba las botellas de vinos viejos que,$ES_PL,A María le gustaba las botellas de vinos viejos que MASKTOKEN en la bodega.,0.17027313896814839,0.639932829735244
2,Spanish,A2,quantity,NP2Adj,0.07,low,pl,0,1,la botella,de vinos viejos,botella,viejos,A María le gustaba la botella de vinos viejos que MASKTOKEN en la bodega.,A María le gustaba la botella de vinos viejos que,$ES_PL,A María le gustaba la botella de vinos viejos que MASKTOKEN en la bodega.,0.07109739076968526,0.42285525527768186
2,Spanish,A2,quantity,NP2Adj,0.07,high,pl,0,1,las botellas,de vino viejo,botellas,viejo,A María le gustaba las botellas de vino viejo que MASKTOKEN en la bodega.,A María le gustaba las botellas de vino viejo que,$ES_PL,A María le gustaba las botellas de vino viejo que MASKTOKEN en la bodega.,0.18546265359343084,0.5824581576307537
3,Spanish,A2,quantity,noAdj,0.04,ambi,sg,1,1,la copa,de dulce,copa,dulce,Pedro se llevó la copa de dulce que MASKTOKEN al suelo.,Pedro se llevó la copa de dulce que,$ES_SG,Pedro se llevó la copa de dulce que MASKTOKEN al suelo.,0.8853379175529934,0.432935857629559
3,Spanish,A2,quantity,noAdj,0.04,low,sg,1,1,las copas,de dulce,copas,dulce,Pedro se llevó las copas de dulce que MASKTOKEN al suelo.,Pedro se llevó las copas de dulce que,$ES_SG,Pedro se llevó las copas de dulce que MASKTOKEN al suelo.,0.15500203767791376,0.014686297520068337
3,Spanish,A2,quantity,noAdj,0.04,high,sg,1,1,la copa,de dulces,copa,dulces,Pedro se llevó la copa de dulces que MASKTOKEN al suelo.,Pedro se llevó la copa de dulces que,$ES_SG,Pedro se llevó la copa de dulces que MASKTOKEN al suelo.,0.6996430257832422,0.17844522184230982
3,Spanish,A2,quantity,noAdj,0.04,ambi,pl,1,1,las copas,de dulces,copas,dulces,Pedro se llevó las copas de dulces que MASKTOKEN al suelo.,Pedro se llevó las copas de dulces que,$ES_PL,Pedro se llevó las copas de dulces que MASKTOKEN al suelo.,0.7244317322025577,0.5381962090998726
3,Spanish,A2,quantity,noAdj,0.04,low,pl,1,1,la copa,de dulces,copa,dulces,Pedro se llevó la copa de dulces que MASKTOKEN al suelo.,Pedro se llevó la copa de dulces que,$ES_PL,Pedro se llevó la copa de dulces que MASKTOKEN al suelo.,0.160943772288884,0.12189735278888492
3,Spanish,A2,quantity,noAdj,0.04,high,pl,1,1,las copas,de dulce,copas,dulce,Pedro se llevó las copas de dulce que MASKTOKEN al suelo.,Pedro se llevó las copas de dulce que,$ES_PL,Pedro se llevó las copas de dulce que MASKTOKEN al suelo.,0.7353351551950009,0.6200486052184573
3,Spanish,A2,quantity,NP1Adj,0.04,ambi,sg,1,1,la copa blanca,de dulce,blanca,dulce,Pedro se llevó la copa blanca de dulce que MASKTOKEN al suelo.,Pedro se llevó la copa blanca de dulce que,$ES_SG,Pedro se llevó la copa blanca de dulce que MASKTOKEN al suelo.,0.9039716803312317,0.31830221041991535
3,Spanish,A2,quantity,NP1Adj,0.04,low,sg,1,1,las copas blancas,de dulce,blancas,dulce,Pedro se llevó las copas blancas de dulce que MASKTOKEN al suelo.,Pedro se llevó las copas blancas de dulce que,$ES_SG,Pedro se llevó las copas blancas de dulce que MASKTOKEN al suelo.,0.1347728650312927,0.008045788944819776
3,Spanish,A2,quantity,NP1Adj,0.04,high,sg,1,1,la copa blanca,de dulces,blanca,dulces,Pedro se llevó la copa blanca de dulces que MASKTOKEN al suelo.,Pedro se llevó la copa blanca de dulces que,$ES_SG,Pedro se llevó la copa blanca de dulces que MASKTOKEN al suelo.,0.7128001740269765,0.20571280490642607
3,Spanish,A2,quantity,NP1Adj,0.04,ambi,pl,1,1,las copas blancas,de dulces,blancas,dulces,Pedro se llevó las copas blancas de dulces que MASKTOKEN al suelo.,Pedro se llevó las copas blancas de dulces que,$ES_PL,Pedro se llevó las copas blancas de dulces que MASKTOKEN al suelo.,0.7410440687057092,0.5691526496172443
3,Spanish,A2,quantity,NP1Adj,0.04,low,pl,1,1,la copa blanca,de dulces,blanca,dulces,Pedro se llevó la copa blanca de dulces que MASKTOKEN al suelo.,Pedro se llevó la copa blanca de dulces que,$ES_PL,Pedro se llevó la copa blanca de dulces que MASKTOKEN al suelo.,0.1692300121669652,0.01526738074627687
