item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/gpt2-xl_prob
2,English,A2,quantity,noAdj,0.54,high,pl,0,1,the bottles,of spirit,bottles,spirit,Mary liked the bottles of spirit that MASKTOKEN in the wine cellar.,Mary liked the bottles of spirit that,$PL,Mary liked the bottles of spirit that,0.16968553989619295
2,English,A2,quantity,NP1Adj,0.54,ambi,sg,0,1,the old bottle,of spirit,bottle,spirit,Mary liked the old bottle of spirit that MASKTOKEN in the wine cellar.,Mary liked the old bottle of spirit that,$SG,Mary liked the old bottle of spirit that,0.10731064588036832
2,English,A2,quantity,NP1Adj,0.54,low,sg,0,1,the old bottles,of spirit,bottles,spirit,Mary liked the old bottles of spirit that MASKTOKEN in the wine cellar.,Mary liked the old bottles of spirit that,$SG,Mary liked the old bottles of spirit that,0.010034588087719953
2,English,A2,quantity,NP1Adj,0.54,high,sg,0,1,the old bottle,of spirits,bottle,spirits,Mary liked the old bottle of spirits that MASKTOKEN in the wine cellar.,Mary liked the old bottle of spirits that,$SG,Mary liked the old bottle of spirits that,0.0817958337829836
2,English,A2,quantity,NP1Adj,0.54,ambi,pl,0,1,the old bottles,of spirits,bottles,spirits,Mary liked the old bottles of spirits that MASKTOKEN in the wine cellar.,Mary liked the old bottles of spirits that,$PL,Mary liked the old bottles of spirits that,0.18452644907935145
2,English,A2,quantity,NP1Adj,0.54,low,pl,0,1,the old bottle,of spirits,bottle,spirits,Mary liked the old bottle of spirits that MASKTOKEN in the wine cellar.,Mary liked the old bottle of spirits that,$PL,Mary liked the old bottle of spirits that,0.012958339835541288
2,English,A2,quantity,NP1Adj,0.54,high,pl,0,1,the old bottles,of spirit,bottles,spirit,Mary liked the old bottles of spirit that MASKTOKEN in the wine cellar.,Mary liked the old bottles of spirit that,$PL,Mary liked the old bottles of spirit that,0.1783811130808246
2,English,A2,quantity,NP2Adj,0.54,ambi,sg,0,0,the bottle,of old spirit,bottle,spirit,Mary liked the bottle of old spirit that MASKTOKEN in the wine cellar.,Mary liked the bottle of old spirit that,$SG,Mary liked the bottle of old spirit that,0.10398856071841234
2,English,A2,quantity,NP2Adj,0.54,low,sg,0,0,the bottles,of old spirit,bottles,spirit,Mary liked the bottles of old spirit that MASKTOKEN in the wine cellar.,Mary liked the bottles of old spirit that,$SG,Mary liked the bottles of old spirit that,0.010733154945142154
2,English,A2,quantity,NP2Adj,0.54,high,sg,0,0,the bottle,of old spirits,bottle,spirits,Mary liked the bottle of old spirits that MASKTOKEN in the wine cellar.,Mary liked the bottle of old spirits that,$SG,Mary liked the bottle of old spirits that,0.0755896042469093
2,English,A2,quantity,NP2Adj,0.54,ambi,pl,0,0,the bottles,of old spirits,bottles,spirits,Mary liked the bottles of old spirits that MASKTOKEN in the wine cellar.,Mary liked the bottles of old spirits that,$PL,Mary liked the bottles of old spirits that,0.16639413105257717
2,English,A2,quantity,NP2Adj,0.54,low,pl,0,0,the bottle,of old spirits,bottle,spirits,Mary liked the bottle of old spirits that MASKTOKEN in the wine cellar.,Mary liked the bottle of old spirits that,$PL,Mary liked the bottle of old spirits that,0.01493266354986389
2,English,A2,quantity,NP2Adj,0.54,high,pl,0,0,the bottles,of old spirit,bottles,spirit,Mary liked the bottles of old spirit that MASKTOKEN in the wine cellar.,Mary liked the bottles of old spirit that,$PL,Mary liked the bottles of old spirit that,0.16265895725569024
4,English,A2,quantity,noAdj,0.56,ambi,sg,0,0,the sack,of sand,sack,sand,Andres picked up the sack of sand that MASKTOKEN brought from the construction site.,Andres picked up the sack of sand that,$SG,Andres picked up the sack of sand that,0.1957143174094469
4,English,A2,quantity,noAdj,0.56,low,sg,0,0,the sacks,of sand,sacks,sand,Andres picked up the sacks of sand that MASKTOKEN brought from the construction site.,Andres picked up the sacks of sand that,$SG,Andres picked up the sacks of sand that,0.009444411744466308
4,English,A2,quantity,noAdj,0.56,high,sg,0,0,the sack,of sands,sack,sands,Andres picked up the sack of sands that MASKTOKEN brought from the construction site.,Andres picked up the sack of sands that,$SG,Andres picked up the sack of sands that,0.1549480180277767
4,English,A2,quantity,noAdj,0.56,ambi,pl,0,0,the sacks,of sands,sacks,sands,Andres picked up the sacks of sands that MASKTOKEN brought from the construction site.,Andres picked up the sacks of sands that,$PL,Andres picked up the sacks of sands that,0.22550611087255135
4,English,A2,quantity,noAdj,0.56,low,pl,0,0,the sack,of sands,sack,sands,Andres picked up the sack of sands that MASKTOKEN brought from the construction site.,Andres picked up the sack of sands that,$PL,Andres picked up the sack of sands that,0.05718525172921929
4,English,A2,quantity,noAdj,0.56,high,pl,0,0,the sacks,of sand,sacks,sand,Andres picked up the sacks of sand that MASKTOKEN brought from the construction site.,Andres picked up the sacks of sand that,$PL,Andres picked up the sacks of sand that,0.23717430067281597
4,English,A2,quantity,NP1Adj,0.56,ambi,sg,0,0,the brown sack,of sand,sack,sand,Andres picked up the brown sack of sand that MASKTOKEN brought from the construction site.,Andres picked up the brown sack of sand that,$SG,Andres picked up the brown sack of sand that,0.1734234193620785
4,English,A2,quantity,NP1Adj,0.56,low,sg,0,0,the brown sacks,of sand,sacks,sand,Andres picked up the brown sacks of sand that MASKTOKEN brought from the construction site.,Andres picked up the brown sacks of sand that,$SG,Andres picked up the brown sacks of sand that,0.006275036309291382
4,English,A2,quantity,NP1Adj,0.56,high,sg,0,0,the brown sack,of sands,sack,sands,Andres picked up the brown sack of sands that MASKTOKEN brought from the construction site.,Andres picked up the brown sack of sands that,$SG,Andres picked up the brown sack of sands that,0.1375518742950801
4,English,A2,quantity,NP1Adj,0.56,ambi,pl,0,0,the brown sacks,of sands,sacks,sands,Andres picked up the brown sacks of sands that MASKTOKEN brought from the construction site.,Andres picked up the brown sacks of sands that,$PL,Andres picked up the brown sacks of sands that,0.21716619198898002
4,English,A2,quantity,NP1Adj,0.56,low,pl,0,0,the brown sack,of sands,sack,sands,Andres picked up the brown sack of sands that MASKTOKEN brought from the construction site.,Andres picked up the brown sack of sands that,$PL,Andres picked up the brown sack of sands that,0.046553495284133994
4,English,A2,quantity,NP1Adj,0.56,high,pl,0,0,the brown sacks,of sand,sacks,sand,Andres picked up the brown sacks of sand that MASKTOKEN brought from the construction site.,Andres picked up the brown sacks of sand that,$PL,Andres picked up the brown sacks of sand that,0.22592409295082128
4,English,A2,quantity,NP2Adj,0.56,ambi,sg,0,0,the sack,of brown sand,sack,sand,Andres picked up the sack of brown sand that MASKTOKEN brought from the construction site.,Andres picked up the sack of brown sand that,$SG,Andres picked up the sack of brown sand that,0.19150748935780104
4,English,A2,quantity,NP2Adj,0.56,low,sg,0,0,the sacks,of brown sand,sacks,sand,Andres picked up the sacks of brown sand that MASKTOKEN brought from the construction site.,Andres picked up the sacks of brown sand that,$SG,Andres picked up the sacks of brown sand that,0.013504765443026479
4,English,A2,quantity,NP2Adj,0.56,high,sg,0,0,the sack,of brown sands,sack,sands,Andres picked up the sack of brown sands that MASKTOKEN brought from the construction site.,Andres picked up the sack of brown sands that,$SG,Andres picked up the sack of brown sands that,0.10803133871541082
4,English,A2,quantity,NP2Adj,0.56,ambi,pl,0,0,the sacks,of brown sands,sacks,sands,Andres picked up the sacks of brown sands that MASKTOKEN brought from the construction site.,Andres picked up the sacks of brown sands that,$PL,Andres picked up the sacks of brown sands that,0.21668955016405533
4,English,A2,quantity,NP2Adj,0.56,low,pl,0,0,the sack,of brown sands,sack,sands,Andres picked up the sack of brown sands that MASKTOKEN brought from the construction site.,Andres picked up the sack of brown sands that,$PL,Andres picked up the sack of brown sands that,0.10185830154699715
4,English,A2,quantity,NP2Adj,0.56,high,pl,0,0,the sacks,of brown sand,sacks,sand,Andres picked up the sacks of brown sand that MASKTOKEN brought from the construction site.,Andres picked up the sacks of brown sand that,$PL,Andres picked up the sacks of brown sand that,0.22257433823525474
5,English,A2,quantity,noAdj,0.28,ambi,sg,0,1,the package,of food,package,food,The clerk brought us the package of food that MASKTOKEN on the counter.,The clerk brought us the package of food that,$SG,The clerk brought us the package of food that,0.1774016507638324
5,English,A2,quantity,noAdj,0.28,low,sg,0,1,the packages,of food,packages,food,The clerk brought us the packages of food that MASKTOKEN on the counter.,The clerk brought us the packages of food that,$SG,The clerk brought us the packages of food that,0.04819074916585009
5,English,A2,quantity,noAdj,0.28,high,sg,0,1,the package,of foods,package,foods,The clerk brought us the package of foods that MASKTOKEN on the counter.,The clerk brought us the package of foods that,$SG,The clerk brought us the package of foods that,0.07292764131854312
5,English,A2,quantity,noAdj,0.28,ambi,pl,0,1,the packages,of foods,packages,foods,The clerk brought us the packages of foods that MASKTOKEN on the counter.,The clerk brought us the packages of foods that,$PL,The clerk brought us the packages of foods that,0.21085089771307342
5,English,A2,quantity,noAdj,0.28,low,pl,0,1,the package,of foods,package,foods,The clerk brought us the package of foods that MASKTOKEN on the counter.,The clerk brought us the package of foods that,$PL,The clerk brought us the package of foods that,0.11141661430394478
5,English,A2,quantity,noAdj,0.28,high,pl,0,1,the packages,of food,packages,food,The clerk brought us the packages of food that MASKTOKEN on the counter.,The clerk brought us the packages of food that,$PL,The clerk brought us the packages of food that,0.1536800857918541
5,English,A2,quantity,NP1Adj,0.28,ambi,sg,0,1,the gross package,of food,package,food,The clerk brought us the gross package of food that MASKTOKEN on the counter.,The clerk brought us the gross package of food that,$SG,The clerk brought us the gross package of food that,0.225659250810629
5,English,A2,quantity,NP1Adj,0.28,low,sg,0,1,the gross packages,of food,packages,food,The clerk brought us the gross packages of food that MASKTOKEN on the counter.,The clerk brought us the gross packages of food that,$SG,The clerk brought us the gross packages of food that,0.05558539757729619
5,English,A2,quantity,NP1Adj,0.28,high,sg,0,1,the gross package,of foods,package,foods,The clerk brought us the gross package of foods that MASKTOKEN on the counter.,The clerk brought us the gross package of foods that,$SG,The clerk brought us the gross package of foods that,0.06760636068059245
5,English,A2,quantity,NP1Adj,0.28,ambi,pl,0,1,the gross packages,of foods,packages,foods,The clerk brought us the gross packages of foods that MASKTOKEN on the counter.,The clerk brought us the gross packages of foods that,$PL,The clerk brought us the gross packages of foods that,0.2865789835030572
5,English,A2,quantity,NP1Adj,0.28,low,pl,0,1,the gross package,of foods,package,foods,The clerk brought us the gross package of foods that MASKTOKEN on the counter.,The clerk brought us the gross package of foods that,$PL,The clerk brought us the gross package of foods that,0.16872022621436944
5,English,A2,quantity,NP1Adj,0.28,high,pl,0,1,the gross packages,of food,packages,food,The clerk brought us the gross packages of food that MASKTOKEN on the counter.,The clerk brought us the gross packages of food that,$PL,The clerk brought us the gross packages of food that,0.21672638303027414
5,English,A2,quantity,NP2Adj,0.28,ambi,sg,0,1,the package,of gross food,package,food,The clerk brought us the package of gross food that MASKTOKEN on the counter.,The clerk brought us the package of gross food that,$SG,The clerk brought us the package of gross food that,0.19062311391096287
5,English,A2,quantity,NP2Adj,0.28,low,sg,0,1,the packages,of gross food,packages,food,The clerk brought us the packages of gross food that MASKTOKEN on the counter.,The clerk brought us the packages of gross food that,$SG,The clerk brought us the packages of gross food that,0.10896666845488157
5,English,A2,quantity,NP2Adj,0.28,high,sg,0,1,the package,of gross foods,package,foods,The clerk brought us the package of gross foods that MASKTOKEN on the counter.,The clerk brought us the package of gross foods that,$SG,The clerk brought us the package of gross foods that,0.07821968919263678
