item,lang,expType,exp,contrast,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob,expCat,N2PropSource,N2Prop
7,English,A2,quantity,noAdj,ambi,sg,0,1,the basket,of fruit,basket,fruit,In the dining-room you will find the basket of fruit that MASKTOKEN on the table.,In the dining-room you will find the basket of fruit that,$SG,In the dining-room you will find the basket of fruit that MASKTOKEN on the table.,wikitext-103_LSTM_400_2-d0.2.pt,0.1999559175582774,A,human,0.7
8,English,A2,quantity,noAdj,ambi,sg,0,1,the can,of oil,can,oil,Julia picked up the can of oil that MASKTOKEN oily.,Julia picked up the can of oil that,$SG,Julia picked up the can of oil that MASKTOKEN oily.,wikitext-103_LSTM_400_2-d0.2.pt,0.1999144665903562,A,human,0.34
9,English,A2,quantity,noAdj,ambi,sg,0,1,the jar,of preserve,jar,preserve,My mother didn’t see the jar of preserve that MASKTOKEN crawling with ants.,My mother didn’t see the jar of preserve that,$SG,My mother didn’t see the jar of preserve that MASKTOKEN crawling with ants.,wikitext-103_LSTM_400_2-d0.2.pt,0.2608510606296663,A,human,0.38
1,English,B1,kinship,def,ambi,sg,0,0,the relative,of the boy,relative,boy,The teacher was talking with the relative of the boy who MASKTOKEN in the hospital.,The teacher was talking with the relative of the boy who,$SG,The teacher was talking with the relative of the boy who MASKTOKEN in the hospital.,wikitext-103_LSTM_400_2-d0.2.pt,0.2660904014520218,B,human,0.89
2,English,B1,kinship,def,ambi,sg,0,1,the daughter,of the captain,daughter,captain,The journalist had interviewed the daughter of the captain who MASKTOKEN in an accident.,The journalist had interviewed the daughter of the captain who,$SG,The journalist had interviewed the daughter of the captain who MASKTOKEN in an accident.,wikitext-103_LSTM_400_2-d0.2.pt,0.1967644254690773,B,human,0.7
3,English,B1,kinship,def,ambi,sg,1,0,the relative,of the servant,relative,servant,Andres had dinner with the relative of the servant who MASKTOKEN happy last summer.,Andres had dinner with the relative of the servant who,$SG,Andres had dinner with the relative of the servant who MASKTOKEN happy last summer.,wikitext-103_LSTM_400_2-d0.2.pt,0.2125341012802349,B,human,0.53
4,English,B1,kinship,def,ambi,sg,1,0,the mother,of the mechanic,mother,mechanic,This morning I met the mother of the mechanic who MASKTOKEN in the building where I live.,This morning I met the mother of the mechanic who,$SG,This morning I met the mother of the mechanic who MASKTOKEN in the building where I live.,wikitext-103_LSTM_400_2-d0.2.pt,0.2562207218145059,B,human,0.7
5,English,B1,kinship,def,ambi,sg,0,0,the cousin,of the artist,cousin,artist,The police arrested the cousin of the artist who MASKTOKEN in Marbella.,The police arrested the cousin of the artist who,$SG,The police arrested the cousin of the artist who MASKTOKEN in Marbella.,wikitext-103_LSTM_400_2-d0.2.pt,0.208770613333924,B,human,0.49
6,English,B1,kinship,def,ambi,sg,0,0,the sister,of the nurse,sister,nurse,The doorman was talking to the sister of the nurse who MASKTOKEN my mother’s friend.,The doorman was talking to the sister of the nurse who,$SG,The doorman was talking to the sister of the nurse who MASKTOKEN my mother’s friend.,wikitext-103_LSTM_400_2-d0.2.pt,0.2130173020304286,B,human,0.72
7,English,B1,kinship,def,ambi,sg,1,0,the brother,of the director,brother,director,Everybody in the office felt sorry about the death of the brother of the director who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brother of the director who,$SG,Everybody in the office felt sorry about the death of the brother of the director who MASKTOKEN in the corporation.,wikitext-103_LSTM_400_2-d0.2.pt,0.2590794194378958,B,human,0.65
8,English,B1,kinship,def,ambi,sg,1,0,the friend,of the exchange student,friend,student,All of our friends liked the friend of the exchange student who MASKTOKEN visiting us.,All of our friends liked the friend of the exchange student who,$SG,All of our friends liked the friend of the exchange student who MASKTOKEN visiting us.,wikitext-103_LSTM_400_2-d0.2.pt,0.171600800073164,B,human,0.71
9,English,B1,kinship,def,ambi,sg,1,1,the mother,of the au pair,mother,pair,We were worried about the mother of the au pair who MASKTOKEN ill.,We were worried about the mother of the au pair who,$SG,We were worried about the mother of the au pair who MASKTOKEN ill.,wikitext-103_LSTM_400_2-d0.2.pt,0.1353553059101976,B,human,0.2
1,English,B2,functional,def,ambi,sg,0,0,the assistant,of the inspector,assistant,inspector,The explosion deafened the assistant of the inspector who MASKTOKEN near the warehouse.,The explosion deafened the assistant of the inspector who,$SG,The explosion deafened the assistant of the inspector who MASKTOKEN near the warehouse.,wikitext-103_LSTM_400_2-d0.2.pt,0.3732780499275265,B,human,0.26
2,English,B2,functional,def,ambi,sg,1,0,the driver,of the actor,driver,actor,The police arrested the driver of the actor who MASKTOKEN accused of dealing drugs.,The police arrested the driver of the actor who,$SG,The police arrested the driver of the actor who MASKTOKEN accused of dealing drugs.,wikitext-103_LSTM_400_2-d0.2.pt,0.1871997824941771,B,human,0.44
3,English,B2,functional,def,ambi,sg,0,0,the secretary,of the manager,secretary,manager,Next month they will assign to the foreigner the secretary of the manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretary of the manager who,$SG,Next month they will assign to the foreigner the secretary of the manager who MASKTOKEN long hours in the office.,wikitext-103_LSTM_400_2-d0.2.pt,0.3349886119440535,B,human,0.36
4,English,B2,functional,def,ambi,sg,0,0,the nurse,of the surgeon,nurse,surgeon,Most of the patients like the nurse of the surgeon who MASKTOKEN in the hospital.,Most of the patients like the nurse of the surgeon who,$SG,Most of the patients like the nurse of the surgeon who MASKTOKEN in the hospital.,wikitext-103_LSTM_400_2-d0.2.pt,0.1057010827283901,B,human,0.45
5,English,B2,functional,def,ambi,sg,1,1,the pupil,of the dress maker,pupil,maker,I was talking to the pupil of the dress maker who MASKTOKEN in Paris for a while.,I was talking to the pupil of the dress maker who,$SG,I was talking to the pupil of the dress maker who MASKTOKEN in Paris for a while.,wikitext-103_LSTM_400_2-d0.2.pt,0.2300891425932052,B,human,0.4
6,English,B2,functional,def,ambi,sg,0,0,the advisor,of the assistant district attorney,advisor,attorney,Tomorrow I have a date with the advisor of the assistant district attorney that MASKTOKEN at Mary’s party.,Tomorrow I have a date with the advisor of the assistant district attorney that,$SG,Tomorrow I have a date with the advisor of the assistant district attorney that MASKTOKEN at Mary’s party.,wikitext-103_LSTM_400_2-d0.2.pt,0.1880192287598063,B,human,0.28
7,English,B2,functional,def,ambi,sg,1,1,the doctor,of the performer,doctor,performer,I was told that the doctor of the performer who MASKTOKEN on tv yesterday had been fired.,I was told that the doctor of the performer who,$SG,I was told that the doctor of the performer who MASKTOKEN on tv yesterday had been fired.,wikitext-103_LSTM_400_2-d0.2.pt,0.2769957639004961,B,human,0.4
8,English,B2,functional,def,ambi,sg,0,0,the consultant,of the director,consultant,director,Yesterday I saw the consultant of the director who MASKTOKEN upset because of the pitiful response to the latest sales promotion.,Yesterday I saw the consultant of the director who,$SG,Yesterday I saw the consultant of the director who MASKTOKEN upset because of the pitiful response to the latest sales promotion.,wikitext-103_LSTM_400_2-d0.2.pt,0.2059467127724739,B,human,0.39
9,English,B2,functional,def,ambi,sg,1,0,the employee,of the ambassador,employee,ambassador,During the meeting the chief of protocol tried to talk to the employee of the ambassador who MASKTOKEN at the party.,During the meeting the chief of protocol tried to talk to the employee of the ambassador who,$SG,During the meeting the chief of protocol tried to talk to the employee of the ambassador who MASKTOKEN at the party.,wikitext-103_LSTM_400_2-d0.2.pt,0.1705061365048737,B,human,0.37
1,English,B3,possessive,noAdj,ambi,sg,0,0,the museum,of the city,museum,city,The tourists admired the museum of the city that MASKTOKEN beautiful.,The tourists admired the museum of the city that,$SG,The tourists admired the museum of the city that MASKTOKEN beautiful.,wikitext-103_LSTM_400_2-d0.2.pt,0.123358583800023,B,human,0.62
2,English,B3,possessive,noAdj,ambi,sg,0,0,the car,of the company,car,company,John smashed the car of the company that MASKTOKEN hated so much.,John smashed the car of the company that,$SG,John smashed the car of the company that MASKTOKEN hated so much.,wikitext-103_LSTM_400_2-d0.2.pt,0.1655731459038669,B,human,0.51
3,English,B3,possessive,noAdj,ambi,sg,0,0,the machine,of the company,machine,company,Several men moved the machine of the company that MASKTOKEN on fire.,Several men moved the machine of the company that,$SG,Several men moved the machine of the company that MASKTOKEN on fire.,wikitext-103_LSTM_400_2-d0.2.pt,0.0991972671141994,B,human,0.6
4,English,B3,possessive,noAdj,ambi,sg,0,0,the stock,of the investment club,stock,club,The brokers sold the stock of the investment club that MASKTOKEN losing money.,The brokers sold the stock of the investment club that,$SG,The brokers sold the stock of the investment club that MASKTOKEN losing money.,wikitext-103_LSTM_400_2-d0.2.pt,0.1899325467353882,B,human,0.59
5,English,B3,possessive,noAdj,ambi,sg,0,0,the library,of the elementary school,library,school,The governor bought some books for the library of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the library of the elementary school that,$SG,The governor bought some books for the library of the elementary school that MASKTOKEN built downtown.,wikitext-103_LSTM_400_2-d0.2.pt,0.1474797334413473,B,human,0.44
6,English,B3,possessive,noAdj,ambi,sg,1,0,the representative,of the club,representative,club,The local newspaper columnist wrote about the representative of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the club that,$SG,The local newspaper columnist wrote about the representative of the club that MASKTOKEN found so ridiculous.,wikitext-103_LSTM_400_2-d0.2.pt,0.0450363808039213,B,human,0.25
1,English,B4,inherentposs,noAdj,ambi,sg,0,0,the side window,of the plane,window,plane,The pilot was looking at the airport through the side window of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the plane that,$SG,The pilot was looking at the airport through the side window of the plane that MASKTOKEN fixed.,wikitext-103_LSTM_400_2-d0.2.pt,0.2291889924388499,B,human,0.81
2,English,B4,inherentposs,noAdj,ambi,sg,0,0,the branch,of the tree,branch,tree,Birds won’t be able to nest in the branch of the tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the branch of the tree that,$SG,Birds won’t be able to nest in the branch of the tree that MASKTOKEN cut last year.,wikitext-103_LSTM_400_2-d0.2.pt,0.2125398916150356,B,human,0.5
3,English,B4,inherentposs,noAdj,ambi,sg,0,0,the door,of the house,door,house,The car stopped in front of the door of the house that MASKTOKEN damaged.,The car stopped in front of the door of the house that,$SG,The car stopped in front of the door of the house that MASKTOKEN damaged.,wikitext-103_LSTM_400_2-d0.2.pt,0.1745915938157107,B,human,0.58
4,English,B4,inherentposs,noAdj,ambi,sg,1,0,the valve,of the sink,valve,sink,The plumber suggested to us to change the valve of the sink that MASKTOKEN installed last year.,The plumber suggested to us to change the valve of the sink that,$SG,The plumber suggested to us to change the valve of the sink that MASKTOKEN installed last year.,wikitext-103_LSTM_400_2-d0.2.pt,0.1415621081102038,B,human,0.68
5,English,B4,inherentposs,noAdj,ambi,sg,1,0,the chapter,of the book,chapter,book,I really liked the chapter of the book MASKTOKEN read yesterday.,I really liked the chapter of the book,$SG,I really liked the chapter of the book MASKTOKEN read yesterday.,wikitext-103_LSTM_400_2-d0.2.pt,0.0087356093492561,B,human,0.63
6,English,B4,inherentposs,noAdj,ambi,sg,0,0,the cover,of the pot,cover,pot,Silvia didn’t find the cover of the pot that MASKTOKEN just cleaned.,Silvia didn’t find the cover of the pot that,$SG,Silvia didn’t find the cover of the pot that MASKTOKEN just cleaned.,wikitext-103_LSTM_400_2-d0.2.pt,0.3746869021302048,B,human,0.82
7,English,B4,inherentposs,noAdj,ambi,sg,1,0,the bar,of the bicycle,bar,bicycle,We have to paint the bar of the bicycle that MASKTOKEN fixed yesterday.,We have to paint the bar of the bicycle that,$SG,We have to paint the bar of the bicycle that MASKTOKEN fixed yesterday.,wikitext-103_LSTM_400_2-d0.2.pt,0.2469599948982557,B,human,0.7
8,English,B4,inherentposs,noAdj,ambi,sg,0,0,the label,of the bottle,label,bottle,In the meeting they showed us the label of the bottle that MASKTOKEN designed by the artist.,In the meeting they showed us the label of the bottle that,$SG,In the meeting they showed us the label of the bottle that MASKTOKEN designed by the artist.,wikitext-103_LSTM_400_2-d0.2.pt,0.1906218511941908,B,human,0.25
9,English,B4,inherentposs,noAdj,ambi,sg,0,0,the engine,of the boat,engine,boat,The insurance inspector photographed the engine of the boat that MASKTOKEN covered with water.,The insurance inspector photographed the engine of the boat that,$SG,The insurance inspector photographed the engine of the boat that MASKTOKEN covered with water.,wikitext-103_LSTM_400_2-d0.2.pt,0.2289957173144143,B,human,0.58
1,English,B5,rep,noAdj,ambi,sg,1,0,the sketch,of the sculpture,sketch,sculpture,I was surprised by the sketch of the sculpture that MASKTOKEN in the town hall.,I was surprised by the sketch of the sculpture that,$SG,I was surprised by the sketch of the sculpture that MASKTOKEN in the town hall.,wikitext-103_LSTM_400_2-d0.2.pt,0.1642794210358582,B,human,0.65
2,English,B5,rep,noAdj,ambi,sg,1,0,the sketch,of the house,sketch,house,The designer agreed to show us the sketch of the house that MASKTOKEN finished before the end of the summer.,The designer agreed to show us the sketch of the house that,$SG,The designer agreed to show us the sketch of the house that MASKTOKEN finished before the end of the summer.,wikitext-103_LSTM_400_2-d0.2.pt,0.167972950075427,B,human,0.66
3,English,B5,rep,noAdj,ambi,sg,0,0,the drawing,of the building,drawing,building,The architect exhibited the drawing of the building that MASKTOKEN commissioned.,The architect exhibited the drawing of the building that,$SG,The architect exhibited the drawing of the building that MASKTOKEN commissioned.,wikitext-103_LSTM_400_2-d0.2.pt,0.2803420923099704,B,human,0.61
