item,lang,exp,AttachType,antecedent,hasIC,verb,verbNum,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob
11,English,Rohde,high,NP1,1,praised,pl,the gardeners,the millionaire,gardeners,millionaire,The woman praised the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,The woman praised the gardeners of the millionaire who,$PL,The woman praised the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,wikitext-103_LSTM_400_1-d0.2.pt,0.042475177898109
11,English,Rohde,high,NP1,0,met,sg,the gardener,the millionaires,gardener,millionaires,The woman met the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,The woman met the gardener of the millionaires who,$SG,The woman met the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,wikitext-103_LSTM_400_1-d0.2.pt,0.02400151811052
11,English,Rohde,low,NP2,0,met,sg,the gardeners,the millionaire,gardeners,millionaire,The woman met the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,The woman met the gardeners of the millionaire who,$SG,The woman met the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,wikitext-103_LSTM_400_1-d0.2.pt,0.216130421772442
11,English,Rohde,low,NP2,0,met,pl,the gardener,the millionaires,gardener,millionaires,The woman met the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,The woman met the gardener of the millionaires who,$PL,The woman met the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,wikitext-103_LSTM_400_1-d0.2.pt,0.216308417617965
11,English,Rohde,high,NP1,0,met,pl,the gardeners,the millionaire,gardeners,millionaire,The woman met the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,The woman met the gardeners of the millionaire who,$PL,The woman met the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,wikitext-103_LSTM_400_1-d0.2.pt,0.033231103960254
12,English,Rohde,high,NP1,1,hates,sg,the cousin,the accountants,cousin,accountants,The man hates the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,The man hates the cousin of the accountants who,$SG,The man hates the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,wikitext-103_LSTM_400_1-d0.2.pt,0.037473586676106
12,English,Rohde,low,NP2,1,hates,sg,the cousins,the accountant,cousins,accountant,The man hates the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,The man hates the cousins of the accountant who,$SG,The man hates the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,wikitext-103_LSTM_400_1-d0.2.pt,0.477141197158237
12,English,Rohde,low,NP2,1,hates,pl,the cousin,the accountants,cousin,accountants,The man hates the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,The man hates the cousin of the accountants who,$PL,The man hates the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,wikitext-103_LSTM_400_1-d0.2.pt,0.414277511432178
12,English,Rohde,high,NP1,1,hates,pl,the cousins,the accountant,cousins,accountant,The man hates the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,The man hates the cousins of the accountant who,$PL,The man hates the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,wikitext-103_LSTM_400_1-d0.2.pt,0.060389496429753
12,English,Rohde,high,NP1,0,carpools,sg,with the cousin,the accountants,cousin,accountants,The man carpools with the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,The man carpools with the cousin of the accountants who,$SG,The man carpools with the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,wikitext-103_LSTM_400_1-d0.2.pt,0.056696697852675
12,English,Rohde,low,NP2,0,carpools,sg,with the cousins,the accountant,cousins,accountant,The man carpools with the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,The man carpools with the cousins of the accountant who,$SG,The man carpools with the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,wikitext-103_LSTM_400_1-d0.2.pt,0.377105910023814
12,English,Rohde,low,NP2,0,carpools,pl,with the cousin,the accountants,cousin,accountants,The man carpools with the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,The man carpools with the cousin of the accountants who,$PL,The man carpools with the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,wikitext-103_LSTM_400_1-d0.2.pt,0.306829927023802
12,English,Rohde,high,NP1,0,carpools,pl,with the cousins,the accountant,cousins,accountant,The man carpools with the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,The man carpools with the cousins of the accountant who,$PL,The man carpools with the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,wikitext-103_LSTM_400_1-d0.2.pt,0.050903576858311
13,English,Rohde,high,NP1,1,blamed,sg,the niece,the florists,niece,florists,The woman blamed the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,The woman blamed the niece of the florists who,$SG,The woman blamed the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,wikitext-103_LSTM_400_1-d0.2.pt,0.168824762789802
13,English,Rohde,low,NP2,1,blamed,sg,the nieces,the florist,nieces,florist,The woman blamed the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,The woman blamed the nieces of the florist who,$SG,The woman blamed the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,wikitext-103_LSTM_400_1-d0.2.pt,0.093737659776253
13,English,Rohde,low,NP2,1,blamed,pl,the niece,the florists,niece,florists,The woman blamed the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,The woman blamed the niece of the florists who,$PL,The woman blamed the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,wikitext-103_LSTM_400_1-d0.2.pt,0.031359827440248
13,English,Rohde,high,NP1,1,blamed,pl,the nieces,the florist,nieces,florist,The woman blamed the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,The woman blamed the nieces of the florist who,$PL,The woman blamed the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,wikitext-103_LSTM_400_1-d0.2.pt,0.122894600713038
13,English,Rohde,high,NP1,0,waited,sg,with the niece,the florists,niece,florists,The woman waited with the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,The woman waited with the niece of the florists who,$SG,The woman waited with the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,wikitext-103_LSTM_400_1-d0.2.pt,0.182974668866328
13,English,Rohde,low,NP2,0,waited,sg,with the nieces,the florist,nieces,florist,The woman waited with the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,The woman waited with the nieces of the florist who,$SG,The woman waited with the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,wikitext-103_LSTM_400_1-d0.2.pt,0.118985683820755
13,English,Rohde,low,NP2,0,waited,pl,with the niece,the florists,niece,florists,The woman waited with the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,The woman waited with the niece of the florists who,$PL,The woman waited with the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,wikitext-103_LSTM_400_1-d0.2.pt,0.038187281521199
13,English,Rohde,high,NP1,0,waited,pl,with the nieces,the florist,nieces,florist,The woman waited with the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,The woman waited with the nieces of the florist who,$PL,The woman waited with the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,wikitext-103_LSTM_400_1-d0.2.pt,0.097026916838503
14,English,Rohde,high,NP1,1,helped,sg,the brother,the athletes,brother,athletes,The man helped the brother of the athletes who MASKTOKEN perpetually failing math class.,The man helped the brother of the athletes who,$SG,The man helped the brother of the athletes who MASKTOKEN perpetually failing math class.,wikitext-103_LSTM_400_1-d0.2.pt,0.013859829387845
14,English,Rohde,low,NP2,1,helped,sg,the brothers,the athlete,brothers,athlete,The man helped the brothers of the athlete who MASKTOKEN perpetually failing math class.,The man helped the brothers of the athlete who,$SG,The man helped the brothers of the athlete who MASKTOKEN perpetually failing math class.,wikitext-103_LSTM_400_1-d0.2.pt,0.101815633669545
14,English,Rohde,low,NP2,1,helped,pl,the brother,the athletes,brother,athletes,The man helped the brother of the athletes who MASKTOKEN perpetually failing math class.,The man helped the brother of the athletes who,$PL,The man helped the brother of the athletes who MASKTOKEN perpetually failing math class.,wikitext-103_LSTM_400_1-d0.2.pt,0.288677679125913
14,English,Rohde,high,NP1,1,helped,pl,the brothers,the athlete,brothers,athlete,The man helped the brothers of the athlete who MASKTOKEN perpetually failing math class.,The man helped the brothers of the athlete who,$PL,The man helped the brothers of the athlete who MASKTOKEN perpetually failing math class.,wikitext-103_LSTM_400_1-d0.2.pt,0.202882231781462
14,English,Rohde,high,NP1,0,ran,sg,into the brother,the athletes,brother,athletes,The man ran into the brother of the athletes who MASKTOKEN perpetually failing math class.,The man ran into the brother of the athletes who,$SG,The man ran into the brother of the athletes who MASKTOKEN perpetually failing math class.,wikitext-103_LSTM_400_1-d0.2.pt,0.023591538958276
14,English,Rohde,low,NP2,0,ran,sg,into the brothers,the athlete,brothers,athlete,The man ran into the brothers of the athlete who MASKTOKEN perpetually failing math class.,The man ran into the brothers of the athlete who,$SG,The man ran into the brothers of the athlete who MASKTOKEN perpetually failing math class.,wikitext-103_LSTM_400_1-d0.2.pt,0.133522917354953
14,English,Rohde,low,NP2,0,ran,pl,into the brother,the athletes,brother,athletes,The man ran into the brother of the athletes who MASKTOKEN perpetually failing math class.,The man ran into the brother of the athletes who,$PL,The man ran into the brother of the athletes who MASKTOKEN perpetually failing math class.,wikitext-103_LSTM_400_1-d0.2.pt,0.247922564446552
14,English,Rohde,high,NP1,0,ran,pl,into the brothers,the athlete,brothers,athlete,The man ran into the brothers of the athlete who MASKTOKEN perpetually failing math class.,The man ran into the brothers of the athlete who,$PL,The man ran into the brothers of the athlete who MASKTOKEN perpetually failing math class.,wikitext-103_LSTM_400_1-d0.2.pt,0.139736284784298
15,English,Rohde,high,NP1,1,reproached,sg,the doctors,the supermodels,doctors,supermodels,The woman reproached the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,The woman reproached the doctors of the supermodels who,$SG,The woman reproached the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,wikitext-103_LSTM_400_1-d0.2.pt,0.112098402247161
15,English,Rohde,low,NP2,1,reproached,sg,the doctors,the supermodel,doctors,supermodel,The woman reproached the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,The woman reproached the doctors of the supermodel who,$SG,The woman reproached the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,wikitext-103_LSTM_400_1-d0.2.pt,0.112098380056761
15,English,Rohde,low,NP2,1,reproached,pl,the doctors,the supermodels,doctors,supermodels,The woman reproached the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,The woman reproached the doctors of the supermodels who,$PL,The woman reproached the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,wikitext-103_LSTM_400_1-d0.2.pt,0.218984138114116
15,English,Rohde,high,NP1,1,reproached,pl,the doctors,the supermodel,doctors,supermodel,The woman reproached the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,The woman reproached the doctors of the supermodel who,$PL,The woman reproached the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,wikitext-103_LSTM_400_1-d0.2.pt,0.218984106681549
15,English,Rohde,high,NP1,0,worked,sg,with the doctors,the supermodels,doctors,supermodels,The woman worked with the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,The woman worked with the doctors of the supermodels who,$SG,The woman worked with the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,wikitext-103_LSTM_400_1-d0.2.pt,0.09550743414698
