item,lang,exp,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob
20a,Spanish,Fernandez,low,pl,1,1,el componente,de las plumas,componente,plumas,Lisa no pudo encontrar el componente de las plumas que MASKTOKEN de oferta.,Lisa no pudo encontrar el componente de las plumas que,$ES_PL,Lisa no pudo encontrar el componente de las plumas que MASKTOKEN de oferta.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1340786990174649
20a,Spanish,Fernandez,high,pl,1,1,los componentes,de la pluma,componentes,pluma,Lisa no pudo encontrar los componentes de la pluma que MASKTOKEN de oferta.,Lisa no pudo encontrar los componentes de la pluma que,$ES_PL,Lisa no pudo encontrar los componentes de la pluma que MASKTOKEN de oferta.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.093566933759476
21a,Spanish,Fernandez,low,sg,1,0,los relatos,del manuscrito,relatos,manuscrito,El estudiante leyó los relatos del manuscrito que MASKTOKEN en el examen.,El estudiante leyó los relatos del manuscrito que,$ES_SG,El estudiante leyó los relatos del manuscrito que MASKTOKEN en el examen.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1835123444993485
21a,Spanish,Fernandez,high,sg,1,0,el relato,de los manuscritos,relato,manuscritos,El estudiante leyó el relato de los manuscritos que MASKTOKEN en el examen.,El estudiante leyó el relato de los manuscritos que,$ES_SG,El estudiante leyó el relato de los manuscritos que MASKTOKEN en el examen.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.0989103750869322
21a,Spanish,Fernandez,low,pl,1,0,el relato,de los manuscritos,relato,manuscritos,El estudiante leyó el relato de los manuscritos que MASKTOKEN en el examen.,El estudiante leyó el relato de los manuscritos que,$ES_PL,El estudiante leyó el relato de los manuscritos que MASKTOKEN en el examen.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1443543553646264
21a,Spanish,Fernandez,high,pl,1,0,los relatos,del manuscrito,relatos,manuscrito,El estudiante leyó los relatos del manuscrito que MASKTOKEN en el examen.,El estudiante leyó los relatos del manuscrito que,$ES_PL,El estudiante leyó los relatos del manuscrito que MASKTOKEN en el examen.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1056200165609908
22a,Spanish,Fernandez,low,sg,0,1,los paneles,de la caja,paneles,caja,Los arqueólogos finalmente encontraron los paneles de la caja que MASKTOKEN en el poema.,Los arqueólogos finalmente encontraron los paneles de la caja que,$ES_SG,Los arqueólogos finalmente encontraron los paneles de la caja que MASKTOKEN en el poema.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1523044352156617
22a,Spanish,Fernandez,high,sg,0,1,el panel,de las cajas,panel,cajas,Los arqueólogos finalmente encontraron el panel de las cajas que MASKTOKEN en el poema.,Los arqueólogos finalmente encontraron el panel de las cajas que,$ES_SG,Los arqueólogos finalmente encontraron el panel de las cajas que MASKTOKEN en el poema.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1031194593076665
22a,Spanish,Fernandez,low,pl,0,1,el panel,de las cajas,panel,cajas,Los arqueólogos finalmente encontraron el panel de las cajas que MASKTOKEN en el poema.,Los arqueólogos finalmente encontraron el panel de las cajas que,$ES_PL,Los arqueólogos finalmente encontraron el panel de las cajas que MASKTOKEN en el poema.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.2862455027359871
22a,Spanish,Fernandez,high,pl,0,1,los paneles,de la caja,paneles,caja,Los arqueólogos finalmente encontraron los paneles de la caja que MASKTOKEN en el poema.,Los arqueólogos finalmente encontraron los paneles de la caja que,$ES_PL,Los arqueólogos finalmente encontraron los paneles de la caja que MASKTOKEN en el poema.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.2440562467550791
23a,Spanish,Fernandez,low,sg,1,0,las piezas,del computadora,piezas,computadora,Enrique había inspeccionado las piezas del computadora que MASKTOKEN encima del escritorio..,Enrique había inspeccionado las piezas del computadora que,$ES_SG,Enrique había inspeccionado las piezas del computadora que MASKTOKEN encima del escritorio..,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.0690866194760335
23a,Spanish,Fernandez,high,sg,1,0,la pieza,de las computadoras,pieza,computadoras,Enrique había inspeccionado la pieza de las computadoras que MASKTOKEN encima del escritorio..,Enrique había inspeccionado la pieza de las computadoras que,$ES_SG,Enrique había inspeccionado la pieza de las computadoras que MASKTOKEN encima del escritorio..,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.0533717689948201
23a,Spanish,Fernandez,low,pl,1,0,la pieza,de las computadoras,pieza,computadoras,Enrique había inspeccionado la pieza de las computadoras que MASKTOKEN encima del escritorio..,Enrique había inspeccionado la pieza de las computadoras que,$ES_PL,Enrique había inspeccionado la pieza de las computadoras que MASKTOKEN encima del escritorio..,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1878830570467897
23a,Spanish,Fernandez,high,pl,1,0,las piezas,del computadora,piezas,computadora,Enrique había inspeccionado las piezas del computadora que MASKTOKEN encima del escritorio..,Enrique había inspeccionado las piezas del computadora que,$ES_PL,Enrique había inspeccionado las piezas del computadora que MASKTOKEN encima del escritorio..,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.2102035396224124
24a,Spanish,Fernandez,low,sg,0,0,los pasillos,del apartamento,pasillos,apartamento,Susana admiró los pasillos del apartamento que MASKTOKEN cerca del parque.,Susana admiró los pasillos del apartamento que,$ES_SG,Susana admiró los pasillos del apartamento que MASKTOKEN cerca del parque.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1333973623553941
24a,Spanish,Fernandez,high,sg,0,0,el pasillo,de los apartamentos,pasillo,apartamentos,Susana admiró el pasillo de los apartamentos que MASKTOKEN cerca del parque.,Susana admiró el pasillo de los apartamentos que,$ES_SG,Susana admiró el pasillo de los apartamentos que MASKTOKEN cerca del parque.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1481453864167186
24a,Spanish,Fernandez,low,pl,0,0,el pasillo,de los apartamentos,pasillo,apartamentos,Susana admiró el pasillo de los apartamentos que MASKTOKEN cerca del parque.,Susana admiró el pasillo de los apartamentos que,$ES_PL,Susana admiró el pasillo de los apartamentos que MASKTOKEN cerca del parque.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.256586895863137
24a,Spanish,Fernandez,high,pl,0,0,los pasillos,del apartamento,pasillos,apartamento,Susana admiró los pasillos del apartamento que MASKTOKEN cerca del parque.,Susana admiró los pasillos del apartamento que,$ES_PL,Susana admiró los pasillos del apartamento que MASKTOKEN cerca del parque.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.298561621107801
1,Spanish,Cuetos_Mitchell,low,sg,0,0,los libros,de la chica,libros,chica,Pedro miraba los libros de la chica que MASKTOKEN en el salón.,Pedro miraba los libros de la chica que,$ES_SG,Pedro miraba los libros de la chica que MASKTOKEN en el salón.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1220275539435675
1,Spanish,Cuetos_Mitchell,high,sg,0,0,el libro,de las chicas,libro,chicas,Pedro miraba el libro de las chicas que MASKTOKEN en el salón.,Pedro miraba el libro de las chicas que,$ES_SG,Pedro miraba el libro de las chicas que MASKTOKEN en el salón.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.045057170233612
1,Spanish,Cuetos_Mitchell,low,pl,0,0,el libro,de las chicas,libro,chicas,Pedro miraba el libro de las chicas que MASKTOKEN en el salón.,Pedro miraba el libro de las chicas que,$ES_PL,Pedro miraba el libro de las chicas que MASKTOKEN en el salón.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.2197452784771485
1,Spanish,Cuetos_Mitchell,high,pl,0,0,los libros,de la chica,libros,chica,Pedro miraba los libros de la chica que MASKTOKEN en el salón.,Pedro miraba los libros de la chica que,$ES_PL,Pedro miraba los libros de la chica que MASKTOKEN en el salón.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.133820527625005
2,Spanish,Cuetos_Mitchell,low,sg,0,0,los criados,de la actriz,criados,actriz,Alguien disparó contra los criados de la actriz que MASKTOKEN en el balcón.,Alguien disparó contra los criados de la actriz que,$ES_SG,Alguien disparó contra los criados de la actriz que MASKTOKEN en el balcón.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.0650297924772189
2,Spanish,Cuetos_Mitchell,high,sg,0,0,el criado,de las actrices,criado,actrices,Alguien disparó contra el criado de las actrices que MASKTOKEN en el balcón.,Alguien disparó contra el criado de las actrices que,$ES_SG,Alguien disparó contra el criado de las actrices que MASKTOKEN en el balcón.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.0606449891687059
2,Spanish,Cuetos_Mitchell,low,pl,0,0,el criado,de las actrices,criado,actrices,Alguien disparó contra el criado de las actrices que MASKTOKEN en el balcón.,Alguien disparó contra el criado de las actrices que,$ES_PL,Alguien disparó contra el criado de las actrices que MASKTOKEN en el balcón.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.131594177603695
2,Spanish,Cuetos_Mitchell,high,pl,0,0,los criados,de la actriz,criados,actriz,Alguien disparó contra los criados de la actriz que MASKTOKEN en el balcón.,Alguien disparó contra los criados de la actriz que,$ES_PL,Alguien disparó contra los criados de la actriz que MASKTOKEN en el balcón.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1435280595066927
3,Spanish,Cuetos_Mitchell,low,sg,0,0,a los amigos,de la maestra,amigos,maestra,Juan conoció a los amigos de la maestra que MASKTOKEN en Alemania.,Juan conoció a los amigos de la maestra que,$ES_SG,Juan conoció a los amigos de la maestra que MASKTOKEN en Alemania.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1116072442348397
3,Spanish,Cuetos_Mitchell,high,sg,0,0,al amigo,de las maestras,amigo,maestras,Juan conoció al amigo de las maestras que MASKTOKEN en Alemania.,Juan conoció al amigo de las maestras que,$ES_SG,Juan conoció al amigo de las maestras que MASKTOKEN en Alemania.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1367002685132179
3,Spanish,Cuetos_Mitchell,low,pl,0,0,al amigo,de las maestras,amigo,maestras,Juan conoció al amigo de las maestras que MASKTOKEN en Alemania.,Juan conoció al amigo de las maestras que,$ES_PL,Juan conoció al amigo de las maestras que MASKTOKEN en Alemania.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.0572627207267686
3,Spanish,Cuetos_Mitchell,high,pl,0,0,a los amigos,de la maestra,amigos,maestra,Juan conoció a los amigos de la maestra que MASKTOKEN en Alemania.,Juan conoció a los amigos de la maestra que,$ES_PL,Juan conoció a los amigos de la maestra que MASKTOKEN en Alemania.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1068685569955079
4,Spanish,Cuetos_Mitchell,low,sg,0,0,las maletas,del turista,maletas,turista,Un ladrón espiaba las maletas del turista que MASKTOKEN junto al buzón.,Un ladrón espiaba las maletas del turista que,$ES_SG,Un ladrón espiaba las maletas del turista que MASKTOKEN junto al buzón.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.2335347712349005
4,Spanish,Cuetos_Mitchell,high,sg,0,0,la maleta,de los turistas,maleta,turistas,Un ladrón espiaba la maleta de los turistas que MASKTOKEN junto al buzón.,Un ladrón espiaba la maleta de los turistas que,$ES_SG,Un ladrón espiaba la maleta de los turistas que MASKTOKEN junto al buzón.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.0967995685149745
4,Spanish,Cuetos_Mitchell,low,pl,0,0,la maleta,de los turistas,maleta,turistas,Un ladrón espiaba la maleta de los turistas que MASKTOKEN junto al buzón.,Un ladrón espiaba la maleta de los turistas que,$ES_PL,Un ladrón espiaba la maleta de los turistas que MASKTOKEN junto al buzón.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.2803204152355079
4,Spanish,Cuetos_Mitchell,high,pl,0,0,las maletas,del turista,maletas,turista,Un ladrón espiaba las maletas del turista que MASKTOKEN junto al buzón.,Un ladrón espiaba las maletas del turista que,$ES_PL,Un ladrón espiaba las maletas del turista que MASKTOKEN junto al buzón.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.0909605810670513
5,Spanish,Cuetos_Mitchell,low,sg,1,0,los caballos,del campesino,caballos,campesino,El turista fotografió los caballos del campesino que MASKTOKEN junto a la charca.,El turista fotografió los caballos del campesino que,$ES_SG,El turista fotografió los caballos del campesino que MASKTOKEN junto a la charca.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.0808748188896828
5,Spanish,Cuetos_Mitchell,high,sg,1,0,el caballo,de los campesinos,caballo,campesinos,El turista fotografió el caballo de los campesinos que MASKTOKEN junto a la charca.,El turista fotografió el caballo de los campesinos que,$ES_SG,El turista fotografió el caballo de los campesinos que MASKTOKEN junto a la charca.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.0530945113956207
5,Spanish,Cuetos_Mitchell,low,pl,1,0,el caballo,de los campesinos,caballo,campesinos,El turista fotografió el caballo de los campesinos que MASKTOKEN junto a la charca.,El turista fotografió el caballo de los campesinos que,$ES_PL,El turista fotografió el caballo de los campesinos que MASKTOKEN junto a la charca.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.220978389930508
5,Spanish,Cuetos_Mitchell,high,pl,1,0,los caballos,del campesino,caballos,campesino,El turista fotografió los caballos del campesino que MASKTOKEN junto a la charca.,El turista fotografió los caballos del campesino que,$ES_PL,El turista fotografió los caballos del campesino que MASKTOKEN junto a la charca.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1977328365637802
6,Spanish,Cuetos_Mitchell,low,sg,0,1,a las hermanas,del trabajador,hermanas,trabajador,La policía detuvo a las hermanas del trabajador que MASKTOKEN en Melilla.,La policía detuvo a las hermanas del trabajador que,$ES_SG,La policía detuvo a las hermanas del trabajador que MASKTOKEN en Melilla.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.029099554070529
6,Spanish,Cuetos_Mitchell,high,sg,0,1,a la hermana,de los trabajadores,hermana,trabajadores,La policía detuvo a la hermana de los trabajadores que MASKTOKEN en Melilla.,La policía detuvo a la hermana de los trabajadores que,$ES_SG,La policía detuvo a la hermana de los trabajadores que MASKTOKEN en Melilla.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.0489154917801752
6,Spanish,Cuetos_Mitchell,low,pl,0,1,a la hermana,de los trabajadores,hermana,trabajadores,La policía detuvo a la hermana de los trabajadores que MASKTOKEN en Melilla.,La policía detuvo a la hermana de los trabajadores que,$ES_PL,La policía detuvo a la hermana de los trabajadores que MASKTOKEN en Melilla.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1623681320377272
6,Spanish,Cuetos_Mitchell,high,pl,0,1,a las hermanas,del trabajador,hermanas,trabajador,La policía detuvo a las hermanas del trabajador que MASKTOKEN en Melilla.,La policía detuvo a las hermanas del trabajador que,$ES_PL,La policía detuvo a las hermanas del trabajador que MASKTOKEN en Melilla.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.2310287410618769
7,Spanish,Cuetos_Mitchell,low,sg,1,0,las medicinas,del paciente,medicinas,paciente,La enfermera apartó las medicinas del paciente que MASKTOKEN junto a la ventana.,La enfermera apartó las medicinas del paciente que,$ES_SG,La enfermera apartó las medicinas del paciente que MASKTOKEN junto a la ventana.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.0677053559303666
7,Spanish,Cuetos_Mitchell,high,sg,1,0,la medicina,de los pacientes,medicina,pacientes,La enfermera apartó la medicina de los pacientes que MASKTOKEN junto a la ventana.,La enfermera apartó la medicina de los pacientes que,$ES_SG,La enfermera apartó la medicina de los pacientes que MASKTOKEN junto a la ventana.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.0228271945630485
7,Spanish,Cuetos_Mitchell,low,pl,1,0,la medicina,de los pacientes,medicina,pacientes,La enfermera apartó la medicina de los pacientes que MASKTOKEN junto a la ventana.,La enfermera apartó la medicina de los pacientes que,$ES_PL,La enfermera apartó la medicina de los pacientes que MASKTOKEN junto a la ventana.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.1985627509280974
7,Spanish,Cuetos_Mitchell,high,pl,1,0,las medicinas,del paciente,medicinas,paciente,La enfermera apartó las medicinas del paciente que MASKTOKEN junto a la ventana.,La enfermera apartó las medicinas del paciente que,$ES_PL,La enfermera apartó las medicinas del paciente que MASKTOKEN junto a la ventana.,es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt,0.0745995582463052
