item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/DeepESP/gpt2-spanish_prob,/data/mrm8488/spanish-gpt2_prob
1,Spanish,A2,quantity,noAdj,0.03,high,sg,0,1,el vaso,de jugos,vaso,jugos,Juan pidió el vaso de jugos que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugos que,$ES_SG,Juan pidió el vaso de jugos que,0.08360389798802181,0.23011246689679865
1,Spanish,A2,quantity,noAdj,0.03,ambi,pl,0,1,los vasos,de jugos,vasos,jugos,Juan pidió los vasos de jugos que MASKTOKEN encima de la mesa.,Juan pidió los vasos de jugos que,$ES_PL,Juan pidió los vasos de jugos que,0.07921674451383609,0.22043372382812265
1,Spanish,A2,quantity,noAdj,0.03,low,pl,0,1,el vaso,de jugos,vaso,jugos,Juan pidió el vaso de jugos que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugos que,$ES_PL,Juan pidió el vaso de jugos que,0.006489807037451278,0.012162674536951634
1,Spanish,A2,quantity,noAdj,0.03,high,pl,0,1,los vasos,de jugo,vasos,jugo,Juan pidió los vasos de jugo que MASKTOKEN encima de la mesa.,Juan pidió los vasos de jugo que,$ES_PL,Juan pidió los vasos de jugo que,0.08830519720445906,0.17939280296234728
1,Spanish,A2,quantity,NP1Adj,0.03,ambi,sg,0,1,el vaso transparente,de jugo,transparente,jugo,Juan pidió el vaso transparente de jugo que MASKTOKEN encima de la mesa.,Juan pidió el vaso transparente de jugo que,$ES_SG,Juan pidió el vaso transparente de jugo que,0.09867715888091766,0.2541453707148946
1,Spanish,A2,quantity,NP1Adj,0.03,low,sg,0,1,los vasos transparentes,de jugo,transparentes,jugo,Juan pidió los vasos transparentes de jugo que MASKTOKEN encima de la mesa.,Juan pidió los vasos transparentes de jugo que,$ES_SG,Juan pidió los vasos transparentes de jugo que,0.047755992187008545,0.08824078396480672
1,Spanish,A2,quantity,NP1Adj,0.03,high,sg,0,1,el vaso transparente,de jugos,transparente,jugos,Juan pidió el vaso transparente de jugos que MASKTOKEN encima de la mesa.,Juan pidió el vaso transparente de jugos que,$ES_SG,Juan pidió el vaso transparente de jugos que,0.08749607134188864,0.24868924960975392
1,Spanish,A2,quantity,NP1Adj,0.03,ambi,pl,0,1,los vasos transparentes,de jugos,transparentes,jugos,Juan pidió los vasos transparentes de jugos que MASKTOKEN encima de la mesa.,Juan pidió los vasos transparentes de jugos que,$ES_PL,Juan pidió los vasos transparentes de jugos que,0.07704430706374055,0.2347361579735434
1,Spanish,A2,quantity,NP1Adj,0.03,low,pl,0,1,el vaso transparente,de jugos,transparente,jugos,Juan pidió el vaso transparente de jugos que MASKTOKEN encima de la mesa.,Juan pidió el vaso transparente de jugos que,$ES_PL,Juan pidió el vaso transparente de jugos que,0.004925639754981503,0.012792320415019987
1,Spanish,A2,quantity,NP1Adj,0.03,high,pl,0,1,los vasos transparentes,de jugo,transparentes,jugo,Juan pidió los vasos transparentes de jugo que MASKTOKEN encima de la mesa.,Juan pidió los vasos transparentes de jugo que,$ES_PL,Juan pidió los vasos transparentes de jugo que,0.08660986814369664,0.21909962036966135
1,Spanish,A2,quantity,NP2Adj,0.03,ambi,sg,0,1,el vaso,de jugo transparente,vaso,transparente,Juan pidió el vaso de jugo transparente que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugo transparente que,$ES_SG,Juan pidió el vaso de jugo transparente que,0.10382525473572812,0.24412281407924752
1,Spanish,A2,quantity,NP2Adj,0.03,low,sg,0,1,los vasos,de jugo transparente,vasos,transparente,Juan pidió los vasos de jugo transparente que MASKTOKEN encima de la mesa.,Juan pidió los vasos de jugo transparente que,$ES_SG,Juan pidió los vasos de jugo transparente que,0.04922490458134998,0.14295057283624146
1,Spanish,A2,quantity,NP2Adj,0.03,high,sg,0,1,el vaso,de jugos transparentes,vaso,transparentes,Juan pidió el vaso de jugos transparentes que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugos transparentes que,$ES_SG,Juan pidió el vaso de jugos transparentes que,0.09409158494158376,0.2020658502331969
1,Spanish,A2,quantity,NP2Adj,0.03,ambi,pl,0,1,los vasos,de jugos transparentes,vasos,transparentes,Juan pidió los vasos de jugos transparentes que MASKTOKEN encima de la mesa.,Juan pidió los vasos de jugos transparentes que,$ES_PL,Juan pidió los vasos de jugos transparentes que,0.08681204878475768,0.2597191407875812
1,Spanish,A2,quantity,NP2Adj,0.03,low,pl,0,1,el vaso,de jugos transparentes,vaso,transparentes,Juan pidió el vaso de jugos transparentes que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugos transparentes que,$ES_PL,Juan pidió el vaso de jugos transparentes que,0.006032769734763299,0.059748670075691734
1,Spanish,A2,quantity,NP2Adj,0.03,high,pl,0,1,los vasos,de jugo transparente,vasos,transparente,Juan pidió los vasos de jugo transparente que MASKTOKEN encima de la mesa.,Juan pidió los vasos de jugo transparente que,$ES_PL,Juan pidió los vasos de jugo transparente que,0.09302522215864428,0.1523812701206282
2,Spanish,A2,quantity,noAdj,0.07,ambi,sg,0,1,la botella,de vino,botella,vino,A María le gustaba la botella de vino que MASKTOKEN en la bodega.,A María le gustaba la botella de vino que,$ES_SG,A María le gustaba la botella de vino que,0.12518235010575296,0.1095362767746173
2,Spanish,A2,quantity,noAdj,0.07,low,sg,0,1,las botellas,de vino,botellas,vino,A María le gustaba las botellas de vino que MASKTOKEN en la bodega.,A María le gustaba las botellas de vino que,$ES_SG,A María le gustaba las botellas de vino que,0.07875238881092983,0.07084954645850527
2,Spanish,A2,quantity,noAdj,0.07,high,sg,0,1,la botella,de vinos,botella,vinos,A María le gustaba la botella de vinos que MASKTOKEN en la bodega.,A María le gustaba la botella de vinos que,$ES_SG,A María le gustaba la botella de vinos que,0.12263162754631374,0.10446072722426436
2,Spanish,A2,quantity,noAdj,0.07,ambi,pl,0,1,las botellas,de vinos,botellas,vinos,A María le gustaba las botellas de vinos que MASKTOKEN en la bodega.,A María le gustaba las botellas de vinos que,$ES_PL,A María le gustaba las botellas de vinos que,0.056331064607119785,0.06411246608479715
2,Spanish,A2,quantity,noAdj,0.07,low,pl,0,1,la botella,de vinos,botella,vinos,A María le gustaba la botella de vinos que MASKTOKEN en la bodega.,A María le gustaba la botella de vinos que,$ES_PL,A María le gustaba la botella de vinos que,0.008258572157375355,0.014116920967825686
2,Spanish,A2,quantity,noAdj,0.07,high,pl,0,1,las botellas,de vino,botellas,vino,A María le gustaba las botellas de vino que MASKTOKEN en la bodega.,A María le gustaba las botellas de vino que,$ES_PL,A María le gustaba las botellas de vino que,0.05631054198827101,0.0504563260545301
2,Spanish,A2,quantity,NP1Adj,0.07,ambi,sg,0,1,la botella vieja,de vino,vieja,vino,A María le gustaba la botella vieja de vino que MASKTOKEN en la bodega.,A María le gustaba la botella vieja de vino que,$ES_SG,A María le gustaba la botella vieja de vino que,0.10824572704841273,0.12823012791074495
2,Spanish,A2,quantity,NP1Adj,0.07,low,sg,0,1,las botellas viejas,de vino,viejas,vino,A María le gustaba las botellas viejas de vino que MASKTOKEN en la bodega.,A María le gustaba las botellas viejas de vino que,$ES_SG,A María le gustaba las botellas viejas de vino que,0.06322813174879371,0.06843005622018294
2,Spanish,A2,quantity,NP1Adj,0.07,high,sg,0,1,la botella vieja,de vinos,vieja,vinos,A María le gustaba la botella vieja de vinos que MASKTOKEN en la bodega.,A María le gustaba la botella vieja de vinos que,$ES_SG,A María le gustaba la botella vieja de vinos que,0.10820231815405457,0.12690555242939539
2,Spanish,A2,quantity,NP1Adj,0.07,ambi,pl,0,1,las botellas viejas,de vinos,viejas,vinos,A María le gustaba las botellas viejas de vinos que MASKTOKEN en la bodega.,A María le gustaba las botellas viejas de vinos que,$ES_PL,A María le gustaba las botellas viejas de vinos que,0.06073714115757056,0.06800282255250334
2,Spanish,A2,quantity,NP1Adj,0.07,low,pl,0,1,la botella vieja,de vinos,vieja,vinos,A María le gustaba la botella vieja de vinos que MASKTOKEN en la bodega.,A María le gustaba la botella vieja de vinos que,$ES_PL,A María le gustaba la botella vieja de vinos que,0.006202833724251899,0.013772091505952044
2,Spanish,A2,quantity,NP1Adj,0.07,high,pl,0,1,las botellas viejas,de vino,viejas,vino,A María le gustaba las botellas viejas de vino que MASKTOKEN en la bodega.,A María le gustaba las botellas viejas de vino que,$ES_PL,A María le gustaba las botellas viejas de vino que,0.05766535661277672,0.05091611756062009
2,Spanish,A2,quantity,NP2Adj,0.07,ambi,sg,0,1,la botella,de vino viejo,botella,viejo,A María le gustaba la botella de vino viejo que MASKTOKEN en la bodega.,A María le gustaba la botella de vino viejo que,$ES_SG,A María le gustaba la botella de vino viejo que,0.1105123572195783,0.11634359349444878
2,Spanish,A2,quantity,NP2Adj,0.07,low,sg,0,1,las botellas,de vino viejo,botellas,viejo,A María le gustaba las botellas de vino viejo que MASKTOKEN en la bodega.,A María le gustaba las botellas de vino viejo que,$ES_SG,A María le gustaba las botellas de vino viejo que,0.06297909932622936,0.08314223654802255
2,Spanish,A2,quantity,NP2Adj,0.07,high,sg,0,1,la botella,de vinos viejos,botella,viejos,A María le gustaba la botella de vinos viejos que MASKTOKEN en la bodega.,A María le gustaba la botella de vinos viejos que,$ES_SG,A María le gustaba la botella de vinos viejos que,0.0844105390421177,0.08531257820124205
2,Spanish,A2,quantity,NP2Adj,0.07,ambi,pl,0,1,las botellas,de vinos viejos,botellas,viejos,A María le gustaba las botellas de vinos viejos que MASKTOKEN en la bodega.,A María le gustaba las botellas de vinos viejos que,$ES_PL,A María le gustaba las botellas de vinos viejos que,0.059193727907928206,0.06383330901186346
2,Spanish,A2,quantity,NP2Adj,0.07,low,pl,0,1,la botella,de vinos viejos,botella,viejos,A María le gustaba la botella de vinos viejos que MASKTOKEN en la bodega.,A María le gustaba la botella de vinos viejos que,$ES_PL,A María le gustaba la botella de vinos viejos que,0.011566636862712087,0.03392414114095765
2,Spanish,A2,quantity,NP2Adj,0.07,high,pl,0,1,las botellas,de vino viejo,botellas,viejo,A María le gustaba las botellas de vino viejo que MASKTOKEN en la bodega.,A María le gustaba las botellas de vino viejo que,$ES_PL,A María le gustaba las botellas de vino viejo que,0.05975037314371967,0.03923773329018765
3,Spanish,A2,quantity,noAdj,0.04,ambi,sg,1,1,la copa,de dulce,copa,dulce,Pedro se llevó la copa de dulce que MASKTOKEN al suelo.,Pedro se llevó la copa de dulce que,$ES_SG,Pedro se llevó la copa de dulce que,0.09575584555281225,0.1726095544507018
3,Spanish,A2,quantity,noAdj,0.04,low,sg,1,1,las copas,de dulce,copas,dulce,Pedro se llevó las copas de dulce que MASKTOKEN al suelo.,Pedro se llevó las copas de dulce que,$ES_SG,Pedro se llevó las copas de dulce que,0.053690234170634454,0.10289266670527297
3,Spanish,A2,quantity,noAdj,0.04,high,sg,1,1,la copa,de dulces,copa,dulces,Pedro se llevó la copa de dulces que MASKTOKEN al suelo.,Pedro se llevó la copa de dulces que,$ES_SG,Pedro se llevó la copa de dulces que,0.10637071922301367,0.15225086667074805
3,Spanish,A2,quantity,noAdj,0.04,ambi,pl,1,1,las copas,de dulces,copas,dulces,Pedro se llevó las copas de dulces que MASKTOKEN al suelo.,Pedro se llevó las copas de dulces que,$ES_PL,Pedro se llevó las copas de dulces que,0.03955863160335049,0.0717904534139695
3,Spanish,A2,quantity,noAdj,0.04,low,pl,1,1,la copa,de dulces,copa,dulces,Pedro se llevó la copa de dulces que MASKTOKEN al suelo.,Pedro se llevó la copa de dulces que,$ES_PL,Pedro se llevó la copa de dulces que,0.003347426577222201,0.02568256482937592
3,Spanish,A2,quantity,noAdj,0.04,high,pl,1,1,las copas,de dulce,copas,dulce,Pedro se llevó las copas de dulce que MASKTOKEN al suelo.,Pedro se llevó las copas de dulce que,$ES_PL,Pedro se llevó las copas de dulce que,0.03924446853546293,0.05929390854362637
3,Spanish,A2,quantity,NP1Adj,0.04,ambi,sg,1,1,la copa blanca,de dulce,blanca,dulce,Pedro se llevó la copa blanca de dulce que MASKTOKEN al suelo.,Pedro se llevó la copa blanca de dulce que,$ES_SG,Pedro se llevó la copa blanca de dulce que,0.11823880450529245,0.18335470000440068
3,Spanish,A2,quantity,NP1Adj,0.04,low,sg,1,1,las copas blancas,de dulce,blancas,dulce,Pedro se llevó las copas blancas de dulce que MASKTOKEN al suelo.,Pedro se llevó las copas blancas de dulce que,$ES_SG,Pedro se llevó las copas blancas de dulce que,0.06878514418986903,0.10151306892612943
3,Spanish,A2,quantity,NP1Adj,0.04,high,sg,1,1,la copa blanca,de dulces,blanca,dulces,Pedro se llevó la copa blanca de dulces que MASKTOKEN al suelo.,Pedro se llevó la copa blanca de dulces que,$ES_SG,Pedro se llevó la copa blanca de dulces que,0.11732221506784413,0.16560941650735117
3,Spanish,A2,quantity,NP1Adj,0.04,ambi,pl,1,1,las copas blancas,de dulces,blancas,dulces,Pedro se llevó las copas blancas de dulces que MASKTOKEN al suelo.,Pedro se llevó las copas blancas de dulces que,$ES_PL,Pedro se llevó las copas blancas de dulces que,0.04045980944383132,0.08641621784989084
3,Spanish,A2,quantity,NP1Adj,0.04,low,pl,1,1,la copa blanca,de dulces,blanca,dulces,Pedro se llevó la copa blanca de dulces que MASKTOKEN al suelo.,Pedro se llevó la copa blanca de dulces que,$ES_PL,Pedro se llevó la copa blanca de dulces que,0.003922470757838248,0.02620001755715151
3,Spanish,A2,quantity,NP1Adj,0.04,high,pl,1,1,las copas blancas,de dulce,blancas,dulce,Pedro se llevó las copas blancas de dulce que MASKTOKEN al suelo.,Pedro se llevó las copas blancas de dulce que,$ES_PL,Pedro se llevó las copas blancas de dulce que,0.04351272708932541,0.07891914118918208
3,Spanish,A2,quantity,NP2Adj,0.04,ambi,sg,1,1,la copa,de dulce blanca,copa,blanca,Pedro se llevó la copa de dulce blanca que MASKTOKEN al suelo.,Pedro se llevó la copa de dulce blanca que,$ES_SG,Pedro se llevó la copa de dulce blanca que,0.1181415341807508,0.1793863760378116
3,Spanish,A2,quantity,NP2Adj,0.04,low,sg,1,1,las copas,de dulce blanca,copas,blanca,Pedro se llevó las copas de dulce blanca que MASKTOKEN al suelo.,Pedro se llevó las copas de dulce blanca que,$ES_SG,Pedro se llevó las copas de dulce blanca que,0.063722346808893,0.0944075661096413
3,Spanish,A2,quantity,NP2Adj,0.04,high,sg,1,1,la copa,de dulces blancas,copa,blancas,Pedro se llevó la copa de dulces blancas que MASKTOKEN al suelo.,Pedro se llevó la copa de dulces blancas que,$ES_SG,Pedro se llevó la copa de dulces blancas que,0.12651721995397835,0.14391206545567314
3,Spanish,A2,quantity,NP2Adj,0.04,ambi,pl,1,1,las copas,de dulces blancas,copas,blancas,Pedro se llevó las copas de dulces blancas que MASKTOKEN al suelo.,Pedro se llevó las copas de dulces blancas que,$ES_PL,Pedro se llevó las copas de dulces blancas que,0.04566076813658171,0.08833480870288213
3,Spanish,A2,quantity,NP2Adj,0.04,low,pl,1,1,la copa,de dulces blancas,copa,blancas,Pedro se llevó la copa de dulces blancas que MASKTOKEN al suelo.,Pedro se llevó la copa de dulces blancas que,$ES_PL,Pedro se llevó la copa de dulces blancas que,0.0041957702709760625,0.03914858818054512
3,Spanish,A2,quantity,NP2Adj,0.04,high,pl,1,1,las copas,de dulce blanca,copas,blanca,Pedro se llevó las copas de dulce blanca que MASKTOKEN al suelo.,Pedro se llevó las copas de dulce blanca que,$ES_PL,Pedro se llevó las copas de dulce blanca que,0.042090428492029375,0.07325852804943267
4,Spanish,A2,quantity,noAdj,0.15,ambi,sg,0,0,el saco,de arena,saco,arena,Andrés recogió el saco de arena que MASKTOKEN de la obra.,Andrés recogió el saco de arena que,$ES_SG,Andrés recogió el saco de arena que,0.1755670541166401,0.17162811254100419
4,Spanish,A2,quantity,noAdj,0.15,low,sg,0,0,los sacos,de arena,sacos,arena,Andrés recogió los sacos de arena que MASKTOKEN de la obra.,Andrés recogió los sacos de arena que,$ES_SG,Andrés recogió los sacos de arena que,0.04703398172364415,0.0504413638787824
4,Spanish,A2,quantity,noAdj,0.15,high,sg,0,0,el saco,de arenas,saco,arenas,Andrés recogió el saco de arenas que MASKTOKEN de la obra.,Andrés recogió el saco de arenas que,$ES_SG,Andrés recogió el saco de arenas que,0.17866685154301365,0.19314821273869498
4,Spanish,A2,quantity,noAdj,0.15,ambi,pl,0,0,los sacos,de arenas,sacos,arenas,Andrés recogió los sacos de arenas que MASKTOKEN de la obra.,Andrés recogió los sacos de arenas que,$ES_PL,Andrés recogió los sacos de arenas que,0.09479946620598989,0.11462240465518292
4,Spanish,A2,quantity,noAdj,0.15,low,pl,0,0,el saco,de arenas,saco,arenas,Andrés recogió el saco de arenas que MASKTOKEN de la obra.,Andrés recogió el saco de arenas que,$ES_PL,Andrés recogió el saco de arenas que,0.004742789114294044,0.00867271614257703
4,Spanish,A2,quantity,noAdj,0.15,high,pl,0,0,los sacos,de arena,sacos,arena,Andrés recogió los sacos de arena que MASKTOKEN de la obra.,Andrés recogió los sacos de arena que,$ES_PL,Andrés recogió los sacos de arena que,0.09173074996719066,0.11927848669870755
