item,cond,adjunct,contrast,pronoun,og_sent,sent,mask_sents,auto_sents,target,model,surp
18,CATAMARAN-GEN-Match,No Constraint,Match,her,"After sending her boss a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her boss a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her boss a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her boss a thank-you note, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,8.17868709564209
18,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After sending him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.253741264343262
18,CATAMARAN-OBJ-Match,Constraint,Match,her,"After sending her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,8.113163948059082
18,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After sending his boss a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending his boss a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending his boss a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending his boss a thank-you note, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.55034637451172
19,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"Before taking his kids on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking his kids on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking his kids on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking his kids on the roller coaster, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,10.393671035766602
19,CATAMARAN-GEN-Match,No Constraint,Match,her,"Before taking her kids on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her kids on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her kids on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her kids on the roller coaster, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.491000175476074
19,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"Before taking him on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,10.571985244750977
19,CATAMARAN-OBJ-Match,Constraint,Match,her,"Before taking her on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.731001853942873
20,CATAMARAN-OBJ-Match,Constraint,Match,her,"After taking her to any social event, Rebecca always checked with Julia to see whether she actually had a good time.","After taking her to any social event, the MASKTOKEN always checked with Julia to see whether she actually had a good time.","After taking her to any social event, the MASKTOKEN always checked with Julia to see whether she actually had a good time.","After taking her to any social event, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.331335067749023
20,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After taking his clients to any social event, Rebecca always checked with Elijah to see whether they actually had a good time.","After taking his clients to any social event, the MASKTOKEN always checked with Elijah to see whether they actually had a good time.","After taking his clients to any social event, the MASKTOKEN always checked with Elijah to see whether they actually had a good time.","After taking his clients to any social event, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,10.668587684631348
20,CATAMARAN-GEN-Match,No Constraint,Match,her,"After taking her clients to any social event, Rebecca always checked with Julia to see whether they actually had a good time.","After taking her clients to any social event, the MASKTOKEN always checked with Julia to see whether they actually had a good time.","After taking her clients to any social event, the MASKTOKEN always checked with Julia to see whether they actually had a good time.","After taking her clients to any social event, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.780779838562012
20,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After taking him to any social event, Rebecca always checked with Elijah to see whether he actually had a good time.","After taking him to any social event, the MASKTOKEN always checked with Elijah to see whether he actually had a good time.","After taking him to any social event, the MASKTOKEN always checked with Elijah to see whether he actually had a good time.","After taking him to any social event, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,10.261496543884276
21,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"Before showing him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,10.358542442321776
21,CATAMARAN-OBJ-Match,Constraint,Match,her,"Before showing her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,8.91959285736084
21,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"Before showing his patron any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing his patron any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing his patron any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing his patron any new paintings, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,10.062980651855469
21,CATAMARAN-GEN-Match,No Constraint,Match,her,"Before showing her patron any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before showing her patron any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her patron any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her patron any new paintings, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,8.663195610046387
22,CATAMARAN-GEN-Match,No Constraint,Match,her,"After nominating her roommate for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her roommate for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her roommate for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her roommate for class president, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.039972305297852
22,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After nominating him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,11.027826309204102
22,CATAMARAN-OBJ-Match,Constraint,Match,her,"After nominating her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.590240478515623
22,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After nominating his roommate for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating his roommate for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating his roommate for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating his roommate for class president, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,10.406879425048828
