item,exp,contrast,top,middle,bottom,N1,N2,N3,N1_gender,N2_gender,N3_gender,mask_sents,auto_sents,target,sent,model,surp
11,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,aunt,lord,wife,f,m,m,the aunt told the lord that the wife would remind MASKTOKEN of the job that needed to be done.,the aunt told the lord that the wife would remind,him,the aunt told the lord that the wife would remind MASKTOKEN of the job that needed to be done.,wikitext-103_LSTM_400_1-d0.2.pt,2.300506591796875
11,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,aunt,lady,husband,f,f,f,the aunt told the lady that the husband would remind MASKTOKEN of the job that needed to be done.,the aunt told the lady that the husband would remind,him,the aunt told the lady that the husband would remind MASKTOKEN of the job that needed to be done.,wikitext-103_LSTM_400_1-d0.2.pt,2.502727508544922
11,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,aunt,lady,wife,f,f,f,the aunt told the lady that the wife would remind MASKTOKEN of the job that needed to be done.,the aunt told the lady that the wife would remind,him,the aunt told the lady that the wife would remind MASKTOKEN of the job that needed to be done.,wikitext-103_LSTM_400_1-d0.2.pt,2.5072789192199707
12,1,Match_Match_Match,Match,Match,Match,father,bachelor,businessman,m,m,m,the father warned the bachelor that the businessman would blame MASKTOKEN for the high cost of tests.,the father warned the bachelor that the businessman would blame,him,the father warned the bachelor that the businessman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_1-d0.2.pt,2.508941411972046
12,1,Match_Match_Mismatch,Match,Match,Mismatch,father,bachelor,business woman,m,m,m,the father warned the bachelor that the business woman would blame MASKTOKEN for the high cost of tests.,the father warned the bachelor that the business woman would blame,him,the father warned the bachelor that the business woman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_1-d0.2.pt,3.6189393997192383
12,1,Match_Mismatch_Match,Match,Mismatch,Match,father,widow,businessman,m,f,f,the father warned the widow that the businessman would blame MASKTOKEN for the high cost of tests.,the father warned the widow that the businessman would blame,him,the father warned the widow that the businessman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_1-d0.2.pt,2.7265753746032715
12,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,father,widow,business woman,m,f,f,the father warned the widow that the business woman would blame MASKTOKEN for the high cost of tests.,the father warned the widow that the business woman would blame,him,the father warned the widow that the business woman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_1-d0.2.pt,3.678619861602783
12,1,Mismatch_Match_Match,Mismatch,Match,Match,mother,bachelor,businessman,f,m,m,the mother warned the bachelor that the businessman would blame MASKTOKEN for the high cost of tests.,the mother warned the bachelor that the businessman would blame,him,the mother warned the bachelor that the businessman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_1-d0.2.pt,2.801591396331787
12,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,mother,bachelor,business woman,f,m,m,the mother warned the bachelor that the business woman would blame MASKTOKEN for the high cost of tests.,the mother warned the bachelor that the business woman would blame,him,the mother warned the bachelor that the business woman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_1-d0.2.pt,3.903085708618164
12,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,mother,widow,businessman,f,f,f,the mother warned the widow that the businessman would blame MASKTOKEN for the high cost of tests.,the mother warned the widow that the businessman would blame,him,the mother warned the widow that the businessman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_1-d0.2.pt,2.954199314117432
12,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,mother,widow,business woman,f,f,f,the mother warned the widow that the business woman would blame MASKTOKEN for the high cost of tests.,the mother warned the widow that the business woman would blame,him,the mother warned the widow that the business woman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_1-d0.2.pt,3.861176013946533
13,1,Match_Match_Match,Match,Match,Match,groom,wizard,boyfriend,m,m,m,the groom convinced the wizard that the boyfriend should give MASKTOKEN a raise in pay.,the groom convinced the wizard that the boyfriend should give,him,the groom convinced the wizard that the boyfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_1-d0.2.pt,3.623485803604126
13,1,Match_Match_Mismatch,Match,Match,Mismatch,groom,wizard,girlfriend,m,m,m,the groom convinced the wizard that the girlfriend should give MASKTOKEN a raise in pay.,the groom convinced the wizard that the girlfriend should give,him,the groom convinced the wizard that the girlfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_1-d0.2.pt,3.945136070251465
13,1,Match_Mismatch_Match,Match,Mismatch,Match,groom,witch,boyfriend,m,f,f,the groom convinced the witch that the boyfriend should give MASKTOKEN a raise in pay.,the groom convinced the witch that the boyfriend should give,him,the groom convinced the witch that the boyfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_1-d0.2.pt,3.6015312671661377
13,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,groom,witch,girlfriend,m,f,f,the groom convinced the witch that the girlfriend should give MASKTOKEN a raise in pay.,the groom convinced the witch that the girlfriend should give,him,the groom convinced the witch that the girlfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_1-d0.2.pt,3.7686944007873535
13,1,Mismatch_Match_Match,Mismatch,Match,Match,bride,wizard,boyfriend,f,m,m,the bride convinced the wizard that the boyfriend should give MASKTOKEN a raise in pay.,the bride convinced the wizard that the boyfriend should give,him,the bride convinced the wizard that the boyfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_1-d0.2.pt,3.4043264389038086
13,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,bride,wizard,girlfriend,f,m,m,the bride convinced the wizard that the girlfriend should give MASKTOKEN a raise in pay.,the bride convinced the wizard that the girlfriend should give,him,the bride convinced the wizard that the girlfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_1-d0.2.pt,3.8401999473571777
13,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,bride,witch,boyfriend,f,f,f,the bride convinced the witch that the boyfriend should give MASKTOKEN a raise in pay.,the bride convinced the witch that the boyfriend should give,him,the bride convinced the witch that the boyfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_1-d0.2.pt,3.4561595916748047
13,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,bride,witch,girlfriend,f,f,f,the bride convinced the witch that the girlfriend should give MASKTOKEN a raise in pay.,the bride convinced the witch that the girlfriend should give,him,the bride convinced the witch that the girlfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_1-d0.2.pt,3.743383646011353
14,1,Match_Match_Match,Match,Match,Match,priest,sorcerer,congressman,m,m,m,the priest told the sorcerer that the congressman would probably not protect MASKTOKEN under the circumstances.,the priest told the sorcerer that the congressman would probably not protect,him,the priest told the sorcerer that the congressman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_1-d0.2.pt,3.707237958908081
14,1,Match_Match_Mismatch,Match,Match,Mismatch,priest,sorcerer,congress woman,m,m,m,the priest told the sorcerer that the congress woman would probably not protect MASKTOKEN under the circumstances.,the priest told the sorcerer that the congress woman would probably not protect,him,the priest told the sorcerer that the congress woman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_1-d0.2.pt,4.480400562286377
14,1,Match_Mismatch_Match,Match,Mismatch,Match,priest,witch,congressman,m,f,f,the priest told the witch that the congressman would probably not protect MASKTOKEN under the circumstances.,the priest told the witch that the congressman would probably not protect,him,the priest told the witch that the congressman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_1-d0.2.pt,3.942441940307617
14,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,priest,witch,congress woman,m,f,f,the priest told the witch that the congress woman would probably not protect MASKTOKEN under the circumstances.,the priest told the witch that the congress woman would probably not protect,him,the priest told the witch that the congress woman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_1-d0.2.pt,4.856364727020264
14,1,Mismatch_Match_Match,Mismatch,Match,Match,nun,sorcerer,congressman,f,m,m,the nun told the sorcerer that the congressman would probably not protect MASKTOKEN under the circumstances.,the nun told the sorcerer that the congressman would probably not protect,him,the nun told the sorcerer that the congressman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_1-d0.2.pt,4.171938419342041
14,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,nun,sorcerer,congress woman,f,m,m,the nun told the sorcerer that the congress woman would probably not protect MASKTOKEN under the circumstances.,the nun told the sorcerer that the congress woman would probably not protect,him,the nun told the sorcerer that the congress woman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_1-d0.2.pt,5.021048069000244
14,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,nun,witch,congressman,f,f,f,the nun told the witch that the congressman would probably not protect MASKTOKEN under the circumstances.,the nun told the witch that the congressman would probably not protect,him,the nun told the witch that the congressman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_1-d0.2.pt,4.322758197784424
14,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,nun,witch,congress woman,f,f,f,the nun told the witch that the congress woman would probably not protect MASKTOKEN under the circumstances.,the nun told the witch that the congress woman would probably not protect,him,the nun told the witch that the congress woman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_1-d0.2.pt,5.191019058227539
15,1,Match_Match_Match,Match,Match,Match,driver,chairman,council man,m,m,m,the driver told the chairman that the council man would introduce  MASKTOKEN to the famous diplomat.,the driver told the chairman that the council man would introduce,him,the driver told the chairman that the council man would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_1-d0.2.pt,5.539628982543945
15,1,Match_Match_Mismatch,Match,Match,Mismatch,driver,chairman,council woman,m,m,m,the driver told the chairman that the council woman would introduce  MASKTOKEN to the famous diplomat.,the driver told the chairman that the council woman would introduce,him,the driver told the chairman that the council woman would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_1-d0.2.pt,5.410892486572266
15,1,Match_Mismatch_Match,Match,Mismatch,Match,driver,chair woman,council man,m,f,f,the driver told the chair woman that the council man would introduce  MASKTOKEN to the famous diplomat.,the driver told the chair woman that the council man would introduce,him,the driver told the chair woman that the council man would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_1-d0.2.pt,5.321368217468262
15,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,driver,chair woman,council woman,m,f,f,the driver told the chair woman that the council woman would introduce  MASKTOKEN to the famous diplomat.,the driver told the chair woman that the council woman would introduce,him,the driver told the chair woman that the council woman would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_1-d0.2.pt,5.279020309448242
15,1,Mismatch_Match_Match,Mismatch,Match,Match,maid,chairman,council man,f,m,m,the maid told the chairman that the council man would introduce  MASKTOKEN to the famous diplomat.,the maid told the chairman that the council man would introduce,him,the maid told the chairman that the council man would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_1-d0.2.pt,5.92384672164917
15,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,maid,chairman,council woman,f,m,m,the maid told the chairman that the council woman would introduce  MASKTOKEN to the famous diplomat.,the maid told the chairman that the council woman would introduce,him,the maid told the chairman that the council woman would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_1-d0.2.pt,5.705748081207275
15,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,maid,chair woman,council man,f,f,f,the maid told the chair woman that the council man would introduce  MASKTOKEN to the famous diplomat.,the maid told the chair woman that the council man would introduce,him,the maid told the chair woman that the council man would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_1-d0.2.pt,5.642099380493164
