item,exp,cond,contrast,matrix,embedded,pronoun,N1,N2,N1_gender,N2_gender,mask_sents,auto_sents,target,sent,/data/gpt2-xl_surp,/data/transfo-xl-wt103_surp
54,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,counselor,m,f,the man reported that the counselor had introduced MASKTOKEN nicely to the board members at the reception.,the man reported that the counselor had introduced,him,the man reported that the counselor had introduced,1.0336486101150513,2.257758855819702
54,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,professor,f,m,the woman reported that the professor had introduced MASKTOKEN nicely to the board members at the reception.,the woman reported that the professor had introduced,him,the woman reported that the professor had introduced,4.910143852233887,5.456690311431885
54,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,counselor,f,f,the woman reported that the counselor had introduced MASKTOKEN nicely to the board members at the reception.,the woman reported that the counselor had introduced,him,the woman reported that the counselor had introduced,3.89924693107605,4.849101543426514
54,1,Common Nouns,Match_Match,Match,Match,his,man,professor,m,m,the man reported that the professor had introduced MASKTOKEN clients nicely to the board members at the reception.,the man reported that the professor had introduced,his,the man reported that the professor had introduced,5.531116962432861,4.576735973358154
54,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,counselor,m,f,the man reported that the counselor had introduced MASKTOKEN clients nicely to the board members at the reception.,the man reported that the counselor had introduced,his,the man reported that the counselor had introduced,5.745373249053955,4.954854488372803
54,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,professor,f,m,the woman reported that the professor had introduced MASKTOKEN clients nicely to the board members at the reception.,the woman reported that the professor had introduced,his,the woman reported that the professor had introduced,5.781984329223633,4.969508647918701
54,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,counselor,f,f,the woman reported that the counselor had introduced MASKTOKEN clients nicely to the board members at the reception.,the woman reported that the counselor had introduced,his,the woman reported that the counselor had introduced,6.004631042480469,5.387304306030273
55,1,Common Nouns,Match_Match,Match,Match,him,man,engineer,m,m,the man suggested that the engineer should email MASKTOKEN promptly with a summary of what had been done so far.,the man suggested that the engineer should email,him,the man suggested that the engineer should email,3.5798192024230957,4.520620822906494
55,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,secretary,m,f,the man suggested that the secretary should email MASKTOKEN promptly with a summary of what had been done so far.,the man suggested that the secretary should email,him,the man suggested that the secretary should email,2.6962413787841797,5.2009501457214355
55,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,engineer,f,m,the woman suggested that the engineer should email MASKTOKEN promptly with a summary of what had been done so far.,the woman suggested that the engineer should email,him,the woman suggested that the engineer should email,5.564085006713867,5.79628849029541
55,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,secretary,f,f,the woman suggested that the secretary should email MASKTOKEN promptly with a summary of what had been done so far.,the woman suggested that the secretary should email,him,the woman suggested that the secretary should email,3.3831944465637207,6.841465473175049
55,1,Common Nouns,Match_Match,Match,Match,his,man,engineer,m,m,the man suggested that the engineer should email MASKTOKEN boss promptly with a summary of what had been done so far.,the man suggested that the engineer should email,his,the man suggested that the engineer should email,3.8228354454040527,5.596307277679443
55,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,secretary,m,f,the man suggested that the secretary should email MASKTOKEN boss promptly with a summary of what had been done so far.,the man suggested that the secretary should email,his,the man suggested that the secretary should email,5.250338554382324,5.981875896453857
55,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,engineer,f,m,the woman suggested that the engineer should email MASKTOKEN boss promptly with a summary of what had been done so far.,the woman suggested that the engineer should email,his,the woman suggested that the engineer should email,3.9299721717834473,5.9265456199646
55,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,secretary,f,f,the woman suggested that the secretary should email MASKTOKEN boss promptly with a summary of what had been done so far.,the woman suggested that the secretary should email,his,the woman suggested that the secretary should email,5.821885108947754,6.292463779449463
56,1,Common Nouns,Match_Match,Match,Match,him,man,rock star,m,m,the man remembered that the rock star had blamed MASKTOKEN fairly for the damage to the sound equipment during the show.,the man remembered that the rock star had blamed,him,the man remembered that the rock star had blamed,1.1038399934768677,5.55373477935791
56,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,makeup artist,m,f,the man remembered that the makeup artist had blamed MASKTOKEN fairly for the damage to the sound equipment during the show.,the man remembered that the makeup artist had blamed,him,the man remembered that the makeup artist had blamed,1.728400707244873,3.929335117340088
56,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,rock star,f,m,the woman remembered that the rock star had blamed MASKTOKEN fairly for the damage to the sound equipment during the show.,the woman remembered that the rock star had blamed,him,the woman remembered that the rock star had blamed,5.735267162322998,6.502283573150635
56,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,makeup artist,f,f,the woman remembered that the makeup artist had blamed MASKTOKEN fairly for the damage to the sound equipment during the show.,the woman remembered that the makeup artist had blamed,him,the woman remembered that the makeup artist had blamed,4.929709434509277,4.57896089553833
56,1,Common Nouns,Match_Match,Match,Match,his,man,rock star,m,m,the man remembered that the rock star had blamed MASKTOKEN manager fairly for the damage to the sound equipment during the show.,the man remembered that the rock star had blamed,his,the man remembered that the rock star had blamed,3.4143567085266113,5.550497055053711
56,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,makeup artist,m,f,the man remembered that the makeup artist had blamed MASKTOKEN manager fairly for the damage to the sound equipment during the show.,the man remembered that the makeup artist had blamed,his,the man remembered that the makeup artist had blamed,3.3976948261260986,5.305875778198242
56,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,rock star,f,m,the woman remembered that the rock star had blamed MASKTOKEN manager fairly for the damage to the sound equipment during the show.,the woman remembered that the rock star had blamed,his,the woman remembered that the rock star had blamed,3.4740138053894043,5.975707530975342
56,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,makeup artist,f,f,the woman remembered that the makeup artist had blamed MASKTOKEN manager fairly for the damage to the sound equipment during the show.,the woman remembered that the makeup artist had blamed,his,the woman remembered that the makeup artist had blamed,5.6533989906311035,5.7571702003479
57,1,Common Nouns,Match_Match,Match,Match,him,man,anarchist,m,m,the man argued that the anarchist would undermine MASKTOKEN without helping the cause or gaining any public sympathy.,the man argued that the anarchist would undermine,him,the man argued that the anarchist would undermine,9.971149444580078,10.91656494140625
57,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,feminist,m,f,the man argued that the feminist would undermine MASKTOKEN without helping the cause or gaining any public sympathy.,the man argued that the feminist would undermine,him,the man argued that the feminist would undermine,6.831648349761963,9.898183822631836
57,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,anarchist,f,m,the woman argued that the anarchist would undermine MASKTOKEN without helping the cause or gaining any public sympathy.,the woman argued that the anarchist would undermine,him,the woman argued that the anarchist would undermine,11.327627182006836,11.433802604675293
57,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,feminist,f,f,the woman argued that the feminist would undermine MASKTOKEN without helping the cause or gaining any public sympathy.,the woman argued that the feminist would undermine,him,the woman argued that the feminist would undermine,8.97957706451416,11.117398262023926
57,1,Common Nouns,Match_Match,Match,Match,his,man,anarchist,m,m,the man argued that the anarchist would undermine MASKTOKEN base without helping the cause or gaining any public sympathy.,the man argued that the anarchist would undermine,his,the man argued that the anarchist would undermine,4.337833881378174,5.818935871124268
57,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,feminist,m,f,the man argued that the feminist would undermine MASKTOKEN base without helping the cause or gaining any public sympathy.,the man argued that the feminist would undermine,his,the man argued that the feminist would undermine,3.1650454998016357,6.376283645629883
57,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,anarchist,f,m,the woman argued that the anarchist would undermine MASKTOKEN base without helping the cause or gaining any public sympathy.,the woman argued that the anarchist would undermine,his,the woman argued that the anarchist would undermine,6.03596830368042,6.246542453765869
57,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,feminist,f,f,the woman argued that the feminist would undermine MASKTOKEN base without helping the cause or gaining any public sympathy.,the woman argued that the feminist would undermine,his,the woman argued that the feminist would undermine,5.6692728996276855,6.805638313293457
58,1,Common Nouns,Match_Match,Match,Match,him,man,construction worker,m,m,the man appreciated that the construction worker had taught MASKTOKEN patiently about how to make something from scratch.,the man appreciated that the construction worker had taught,him,the man appreciated that the construction worker had taught,0.40961235761642456,3.560168743133545
58,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,secretary,m,f,the man appreciated that the secretary had taught MASKTOKEN patiently about how to make something from scratch.,the man appreciated that the secretary had taught,him,the man appreciated that the secretary had taught,0.7869865894317627,2.9002864360809326
58,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,construction worker,f,m,the woman appreciated that the construction worker had taught MASKTOKEN patiently about how to make something from scratch.,the woman appreciated that the construction worker had taught,him,the woman appreciated that the construction worker had taught,3.7785725593566895,5.545960426330566
58,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,secretary,f,f,the woman appreciated that the secretary had taught MASKTOKEN patiently about how to make something from scratch.,the woman appreciated that the secretary had taught,him,the woman appreciated that the secretary had taught,4.181722164154053,5.514501094818115
58,1,Common Nouns,Match_Match,Match,Match,his,man,construction worker,m,m,the man appreciated that the construction worker had taught MASKTOKEN friend patiently about how to make something from scratch.,the man appreciated that the construction worker had taught,his,the man appreciated that the construction worker had taught,5.528670310974121,4.905608177185059
58,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,secretary,m,f,the man appreciated that the secretary had taught MASKTOKEN friend patiently about how to make something from scratch.,the man appreciated that the secretary had taught,his,the man appreciated that the secretary had taught,6.959805488586426,5.402390956878662
58,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,construction worker,f,m,the woman appreciated that the construction worker had taught MASKTOKEN friend patiently about how to make something from scratch.,the woman appreciated that the construction worker had taught,his,the woman appreciated that the construction worker had taught,5.9099812507629395,5.323655605316162
58,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,secretary,f,f,the woman appreciated that the secretary had taught MASKTOKEN friend patiently about how to make something from scratch.,the woman appreciated that the secretary had taught,his,the woman appreciated that the secretary had taught,9.141081809997559,6.259305953979492
59,1,Common Nouns,Match_Match,Match,Match,him,man,art critic,m,m,the man assumed that the art critic would promote MASKTOKEN openly rather than support stale traditions.,the man assumed that the art critic would promote,him,the man assumed that the art critic would promote,4.720462322235107,5.308728218078613
59,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,art curator,m,f,the man assumed that the art curator would promote MASKTOKEN openly rather than support stale traditions.,the man assumed that the art curator would promote,him,the man assumed that the art curator would promote,4.251581192016602,5.874037265777588
59,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,art critic,f,m,the woman assumed that the art critic would promote MASKTOKEN openly rather than support stale traditions.,the woman assumed that the art critic would promote,him,the woman assumed that the art critic would promote,6.837882041931152,6.162075519561768
59,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,art curator,f,f,the woman assumed that the art curator would promote MASKTOKEN openly rather than support stale traditions.,the woman assumed that the art curator would promote,him,the woman assumed that the art curator would promote,6.890469551086426,6.766271591186523
59,1,Common Nouns,Match_Match,Match,Match,his,man,art critic,m,m,the man assumed that the art critic would promote MASKTOKEN work openly rather than support stale traditions.,the man assumed that the art critic would promote,his,the man assumed that the art critic would promote,2.0527353286743164,3.9151902198791504
59,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,art curator,m,f,the man assumed that the art curator would promote MASKTOKEN work openly rather than support stale traditions.,the man assumed that the art curator would promote,his,the man assumed that the art curator would promote,2.1194698810577393,3.955923557281494
59,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,art critic,f,m,the woman assumed that the art critic would promote MASKTOKEN work openly rather than support stale traditions.,the woman assumed that the art critic would promote,his,the woman assumed that the art critic would promote,4.339588642120361,4.7733683586120605
59,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,art curator,f,f,the woman assumed that the art curator would promote MASKTOKEN work openly rather than support stale traditions.,the woman assumed that the art curator would promote,his,the woman assumed that the art curator would promote,4.954440593719482,4.663944244384766
60,1,Common Nouns,Match_Match,Match,Match,him,man,district attorney,m,m,the man remembered that the district attorney had congratulated MASKTOKEN publicly for helping to raise votes for the new law.,the man remembered that the district attorney had congratulated,him,the man remembered that the district attorney had congratulated,0.26842406392097473,1.6366677284240723
60,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,child advocate,m,f,the man remembered that the child advocate had congratulated MASKTOKEN publicly for helping to raise votes for the new law.,the man remembered that the child advocate had congratulated,him,the man remembered that the child advocate had congratulated,0.3333593010902405,2.4517569541931152
60,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,district attorney,f,m,the woman remembered that the district attorney had congratulated MASKTOKEN publicly for helping to raise votes for the new law.,the woman remembered that the district attorney had congratulated,him,the woman remembered that the district attorney had congratulated,3.8971939086914062,4.451486587524414
60,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,child advocate,f,f,the woman remembered that the child advocate had congratulated MASKTOKEN publicly for helping to raise votes for the new law.,the woman remembered that the child advocate had congratulated,him,the woman remembered that the child advocate had congratulated,4.583232879638672,4.449657917022705
60,1,Common Nouns,Match_Match,Match,Match,his,man,district attorney,m,m,the man remembered that the district attorney had congratulated MASKTOKEN work publicly for helping to raise votes for the new law.,the man remembered that the district attorney had congratulated,his,the man remembered that the district attorney had congratulated,5.810507297515869,5.1224684715271
60,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,child advocate,m,f,the man remembered that the child advocate had congratulated MASKTOKEN work publicly for helping to raise votes for the new law.,the man remembered that the child advocate had congratulated,his,the man remembered that the child advocate had congratulated,5.794675350189209,4.976892948150635
60,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,district attorney,f,m,the woman remembered that the district attorney had congratulated MASKTOKEN work publicly for helping to raise votes for the new law.,the woman remembered that the district attorney had congratulated,his,the woman remembered that the district attorney had congratulated,8.105466842651367,5.483326435089111
60,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,child advocate,f,f,the woman remembered that the child advocate had congratulated MASKTOKEN work publicly for helping to raise votes for the new law.,the woman remembered that the child advocate had congratulated,his,the woman remembered that the child advocate had congratulated,8.908266067504883,5.045934200286865
