item,cond,adjunct,contrast,pronoun,og_sent,sent,mask_sents,auto_sents,target,model,surp
17,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After leaving him a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving him a voice message, the MASKTOKEN also sent Marcus a text containing the same information.","After leaving him a voice message, the MASKTOKEN also sent Marcus a text containing the same information.","After leaving him a voice message, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.475513458251951
18,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After someone sent her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After someone sent her a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After someone sent her a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After someone sent her a thank-you note, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,7.872695446014404
18,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After someone sent him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After someone sent him a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After someone sent him a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After someone sent him a thank-you note, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,8.938098907470703
18,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After sending her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,8.113163948059082
18,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After sending him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.253741264343262
19,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before a chaperon took her kids on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before a chaperon took her kids on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before a chaperon took her kids on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before a chaperon took her kids on the roller coaster, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.25456428527832
19,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,his,"Before a chaperon took his kids on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before a chaperon took his kids on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before a chaperon took his kids on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before a chaperon took his kids on the roller coaster, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,10.204501152038574
19,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before taking her on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.731002807617188
19,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before taking him on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,10.571985244750977
20,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After anyone took her to a social event, Rebecca always checked with Julia to see whether they actually had a good time.","After anyone took her to a social event, the MASKTOKEN always checked with Julia to see whether they actually had a good time.","After anyone took her to a social event, the MASKTOKEN always checked with Julia to see whether they actually had a good time.","After anyone took her to a social event, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.101369857788086
20,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After anyone took him to a social event, Rebecca always checked with Elijah to see whether they actually had a good time.","After anyone took him to a social event, the MASKTOKEN always checked with Elijah to see whether they actually had a good time.","After anyone took him to a social event, the MASKTOKEN always checked with Elijah to see whether they actually had a good time.","After anyone took him to a social event, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.753990173339844
20,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After taking her to a social event, Rebecca always checked with Julia to see whether she actually had a good time.","After taking her to a social event, the MASKTOKEN always checked with Julia to see whether she actually had a good time.","After taking her to a social event, the MASKTOKEN always checked with Julia to see whether she actually had a good time.","After taking her to a social event, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.10696506500244
20,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After taking him to a social event, Rebecca always checked with Elijah to see whether he actually had a good time.","After taking him to a social event, the MASKTOKEN always checked with Elijah to see whether he actually had a good time.","After taking him to a social event, the MASKTOKEN always checked with Elijah to see whether he actually had a good time.","After taking him to a social event, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.968221664428713
21,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before auctioneers showed her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before auctioneers showed her any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before auctioneers showed her any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before auctioneers showed her any new paintings, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.23532009124756
21,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"Before auctioneers showed him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before auctioneers showed him any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before auctioneers showed him any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before auctioneers showed him any new paintings, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,10.47610855102539
21,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before showing her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,8.91959285736084
21,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before showing him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,10.358543395996094
22,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a student nominated her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After a student nominated her for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After a student nominated her for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After a student nominated her for class president, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.028841018676758
22,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a student nominated him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After a student nominated him for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After a student nominated him for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After a student nominated him for class president, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.978437423706056
22,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After nominating her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,9.590240478515623
22,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After nominating him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the",woman,wikitext-103_LSTM_400_1-d0.2.pt,11.027826309204102
